# # time[s], T9[GK], density[g/cm^3], R[km], Ye
# 
0.000000e+00 2.269180e+01 7.347668e+07 2.040492e+01 2.736568e-01
5.503616e-05 1.987563e+01 4.933855e+07 2.127192e+01 2.731315e-01
1.100723e-04 1.726240e+01 3.223257e+07 2.132248e+01 2.742945e-01
1.651085e-04 1.478572e+01 2.025803e+07 2.053107e+01 2.745372e-01
2.201447e-04 2.718482e+01 1.017633e+08 2.124939e+01 2.804712e-01
2.751808e-04 2.124879e+01 4.911628e+07 2.199489e+01 2.813692e-01
3.302170e-04 1.741095e+01 2.681673e+07 2.200401e+01 2.815561e-01
3.852531e-04 2.842080e+01 9.130470e+07 2.174237e+01 2.904848e-01
4.402893e-04 2.952216e+01 9.499353e+07 2.558965e+01 2.987056e-01
4.953255e-04 2.254944e+01 4.278770e+07 2.956108e+01 3.003235e-01
5.503616e-04 1.860747e+01 2.441495e+07 3.357321e+01 3.010528e-01
6.053978e-04 1.610858e+01 1.591655e+07 3.736825e+01 3.013402e-01
6.604340e-04 1.441247e+01 1.141148e+07 4.091037e+01 3.048396e-01
7.154701e-04 1.298561e+01 8.253206e+06 4.409003e+01 3.047757e-01
7.705063e-04 1.868687e+01 2.316805e+07 4.702303e+01 3.060136e-01
8.255424e-04 1.597141e+01 1.470288e+07 5.070596e+01 3.072396e-01
8.805786e-04 1.411231e+01 1.018851e+07 5.427568e+01 3.078735e-01
9.356148e-04 1.266833e+01 7.431248e+06 5.776309e+01 3.079518e-01
9.906509e-04 1.163163e+01 5.705244e+06 6.117534e+01 3.079683e-01
1.045687e-03 1.107241e+01 4.876782e+06 6.456379e+01 3.080136e-01
1.100723e-03 1.062930e+01 4.274098e+06 6.806466e+01 3.078784e-01
1.155759e-03 1.312119e+01 8.296428e+06 7.178685e+01 3.080023e-01
1.210796e-03 1.283651e+01 7.302445e+06 7.616223e+01 3.050607e-01
1.265832e-03 1.194632e+01 5.888920e+06 8.068207e+01 3.053605e-01
1.320868e-03 1.143356e+01 5.053122e+06 8.515682e+01 3.047062e-01
1.375904e-03 1.121620e+01 4.719260e+06 8.957992e+01 3.044354e-01
1.430940e-03 1.091656e+01 4.297484e+06 9.414042e+01 3.047671e-01
1.485976e-03 1.049270e+01 3.767312e+06 9.892432e+01 3.049985e-01
1.541013e-03 1.008551e+01 3.292673e+06 1.038950e+02 3.052200e-01
1.596049e-03 9.678411e+00 2.872199e+06 1.090532e+02 3.052944e-01
1.651085e-03 9.182183e+00 2.419263e+06 1.144270e+02 3.054751e-01
1.706121e-03 8.685860e+00 2.024447e+06 1.199679e+02 3.056542e-01
1.761157e-03 8.252954e+00 1.717846e+06 1.256278e+02 3.055730e-01
1.816193e-03 7.850700e+00 1.480677e+06 1.313527e+02 3.055564e-01
1.871230e-03 7.501822e+00 1.293243e+06 1.371126e+02 3.057128e-01
1.926266e-03 7.231682e+00 1.155937e+06 1.429053e+02 3.055829e-01
1.981302e-03 7.004702e+00 1.044143e+06 1.487298e+02 3.058793e-01
2.036338e-03 6.769938e+00 9.339839e+05 1.545854e+02 3.060360e-01
2.091374e-03 6.501727e+00 8.280597e+05 1.604549e+02 3.056396e-01
2.146410e-03 6.226922e+00 7.258534e+05 1.663417e+02 3.059156e-01
2.201447e-03 5.968887e+00 6.347991e+05 1.722629e+02 3.057520e-01
2.256483e-03 5.720743e+00 5.569448e+05 1.782170e+02 3.058145e-01
2.311519e-03 5.494047e+00 4.890606e+05 1.842067e+02 3.058986e-01
2.366555e-03 5.351686e+00 4.517006e+05 1.902305e+02 3.036893e-01
2.421591e-03 5.273648e+00 4.316273e+05 1.962391e+02 3.027222e-01
2.476627e-03 5.213187e+00 4.135922e+05 2.022769e+02 3.018895e-01
2.531663e-03 5.145504e+00 3.971688e+05 2.083275e+02 3.012540e-01
2.586700e-03 5.063556e+00 3.797379e+05 2.143979e+02 3.011300e-01
2.641736e-03 4.945924e+00 3.523759e+05 2.205002e+02 3.011958e-01
2.696772e-03 4.812922e+00 3.216549e+05 2.266142e+02 3.008420e-01
2.751808e-03 4.681479e+00 2.934002e+05 2.327298e+02 3.008073e-01
2.806844e-03 4.558118e+00 2.703089e+05 2.388480e+02 3.009623e-01
2.861880e-03 4.446121e+00 2.492597e+05 2.449638e+02 3.008060e-01
2.916917e-03 4.341490e+00 2.299795e+05 2.510598e+02 3.007104e-01
2.971953e-03 4.241127e+00 2.124910e+05 2.571334e+02 3.009446e-01
3.026989e-03 4.142550e+00 1.979486e+05 2.631881e+02 3.011633e-01
3.082025e-03 4.049009e+00 1.839011e+05 2.692212e+02 3.005848e-01
3.137061e-03 3.961681e+00 1.707800e+05 2.752289e+02 3.005419e-01
3.192097e-03 3.879715e+00 1.595470e+05 2.812162e+02 3.005769e-01
3.247134e-03 3.802405e+00 1.499850e+05 2.871901e+02 3.006155e-01
3.302170e-03 3.729461e+00 1.404964e+05 2.931477e+02 3.003332e-01
3.357206e-03 3.659170e+00 1.312364e+05 2.990867e+02 3.004726e-01
3.412242e-03 3.590149e+00 1.237941e+05 3.050080e+02 3.003074e-01
3.467278e-03 3.522849e+00 1.164624e+05 3.109135e+02 3.006465e-01
3.522314e-03 3.456451e+00 1.088159e+05 3.168003e+02 3.005961e-01
3.577351e-03 3.392112e+00 1.021665e+05 3.226653e+02 3.004055e-01
3.632387e-03 3.328738e+00 9.612689e+04 3.285109e+02 3.004144e-01
3.687423e-03 3.266553e+00 9.008651e+04 3.343391e+02 3.009195e-01
3.742459e-03 3.206589e+00 8.449975e+04 3.401518e+02 3.007841e-01
3.797495e-03 3.147748e+00 7.954562e+04 3.459501e+02 3.005348e-01
3.852531e-03 3.090588e+00 7.466263e+04 3.517364e+02 3.007607e-01
3.907568e-03 3.036047e+00 7.032923e+04 3.575130e+02 3.010021e-01
3.962604e-03 2.983962e+00 6.645178e+04 3.632831e+02 3.008024e-01
4.017640e-03 2.935349e+00 6.263755e+04 3.690459e+02 3.007638e-01
4.072676e-03 2.891829e+00 5.942143e+04 3.748020e+02 3.009222e-01
4.127712e-03 2.839675e+00 5.648401e+04 3.805562e+02 2.996074e-01
4.182748e-03 2.787139e+00 5.409660e+04 3.862952e+02 2.975655e-01
4.237785e-03 2.759842e+00 5.161739e+04 3.920234e+02 2.986868e-01
4.292821e-03 2.737834e+00 4.950604e+04 3.977450e+02 2.985941e-01
4.347857e-03 2.702551e+00 4.765422e+04 4.034559e+02 2.987655e-01
4.402893e-03 2.672981e+00 4.600684e+04 4.091577e+02 2.983474e-01
4.457929e-03 2.644865e+00 4.436842e+04 4.148485e+02 2.982448e-01
4.512965e-03 2.618233e+00 4.275866e+04 4.205280e+02 2.984022e-01
4.568002e-03 2.593376e+00 4.122579e+04 4.261970e+02 2.986678e-01
4.623038e-03 2.569255e+00 3.999785e+04 4.318568e+02 2.986298e-01
4.678074e-03 2.545191e+00 3.886896e+04 4.375095e+02 2.986145e-01
4.733110e-03 2.520862e+00 3.764382e+04 4.431560e+02 2.989392e-01
4.788146e-03 2.495795e+00 3.630482e+04 4.487978e+02 2.990433e-01
4.843182e-03 2.470863e+00 3.494262e+04 4.544353e+02 2.990261e-01
4.898218e-03 2.445503e+00 3.364378e+04 4.600696e+02 2.988663e-01
4.953255e-03 2.418782e+00 3.247948e+04 4.657021e+02 2.984147e-01
5.008291e-03 2.392476e+00 3.130173e+04 4.713339e+02 2.982852e-01
5.063327e-03 2.366786e+00 3.012088e+04 4.769654e+02 2.983947e-01
5.118363e-03 2.341421e+00 2.894271e+04 4.825974e+02 2.986965e-01
5.173399e-03 2.315922e+00 2.775729e+04 4.882321e+02 2.991582e-01
5.228435e-03 2.292463e+00 2.684020e+04 4.938713e+02 2.990113e-01
5.283472e-03 2.270138e+00 2.597632e+04 4.995159e+02 2.988904e-01
5.338508e-03 2.246395e+00 2.503916e+04 5.051641e+02 2.990351e-01
5.393544e-03 2.223996e+00 2.415152e+04 5.107990e+02 2.993759e-01
5.448580e-03 2.198093e+00 2.316263e+04 5.164273e+02 3.004244e-01
5.503616e-03 2.167343e+00 2.205170e+04 5.220562e+02 3.007800e-01
5.558652e-03 2.147628e+00 2.133629e+04 5.276886e+02 2.990292e-01
5.613689e-03 2.126727e+00 2.061792e+04 5.333329e+02 2.988966e-01
5.668725e-03 2.105776e+00 1.985611e+04 5.389732e+02 2.988037e-01
5.723761e-03 2.090694e+00 1.908529e+04 5.446159e+02 2.960042e-01
5.778797e-03 2.080853e+00 1.863104e+04 5.502550e+02 2.915575e-01
5.833833e-03 2.073439e+00 1.831824e+04 5.559065e+02 2.889634e-01
5.888869e-03 2.062056e+00 1.790576e+04 5.615598e+02 2.870435e-01
5.943906e-03 2.051051e+00 1.753301e+04 5.672085e+02 2.859001e-01
5.998942e-03 2.039691e+00 1.716530e+04 5.728527e+02 2.850289e-01
6.053978e-03 2.032383e+00 1.673672e+04 5.785094e+02 2.814384e-01
6.109014e-03 2.022563e+00 1.642970e+04 5.841852e+02 2.811522e-01
6.164050e-03 2.013241e+00 1.615285e+04 5.898577e+02 2.809396e-01
6.219086e-03 2.004323e+00 1.589669e+04 5.955262e+02 2.807277e-01
6.274123e-03 1.996094e+00 1.565833e+04 6.011901e+02 2.804272e-01
6.329159e-03 1.989012e+00 1.543729e+04 6.068519e+02 2.799586e-01
