# # time[s], T9[GK], density[g/cm^3], R[km], Ye
# 
0.000000e+00 9.654067e+00 3.365166e+06 3.972671e+01 2.147426e-01
5.503616e-05 8.981882e+00 3.038955e+06 4.022368e+01 2.262103e-01
1.100723e-04 9.759384e+00 4.177869e+06 4.080378e+01 2.286078e-01
1.651085e-04 9.296102e+00 4.086146e+06 4.138028e+01 2.247141e-01
2.201447e-04 1.000193e+01 6.295863e+06 4.212686e+01 2.193873e-01
2.751808e-04 1.150309e+01 1.250419e+07 4.315293e+01 2.214322e-01
3.302170e-04 1.183050e+01 1.301230e+07 4.394574e+01 2.193310e-01
3.852531e-04 1.363729e+01 5.560932e+07 4.550932e+01 1.680324e-01
4.402893e-04 2.515686e+01 1.902270e+08 4.802141e+01 1.822831e-01
4.953255e-04 1.428107e+01 2.941959e+07 5.285335e+01 1.974935e-01
5.503616e-04 1.134287e+01 1.363553e+07 5.828901e+01 2.003483e-01
6.053978e-04 1.133667e+01 1.446296e+07 6.370713e+01 2.055714e-01
6.604340e-04 1.059824e+01 1.179917e+07 6.925426e+01 2.057715e-01
7.154701e-04 9.674773e+00 8.364516e+06 7.492929e+01 2.058270e-01
7.705063e-04 8.952109e+00 6.368484e+06 8.066555e+01 2.056688e-01
8.255424e-04 9.036176e+00 6.593068e+06 8.643718e+01 2.069941e-01
8.805786e-04 8.918370e+00 6.284058e+06 9.213627e+01 2.076212e-01
9.356148e-04 8.034102e+00 3.975868e+06 9.784879e+01 2.167573e-01
9.906509e-04 7.341286e+00 2.975444e+06 1.036225e+02 2.172218e-01
1.045687e-03 7.080594e+00 2.652786e+06 1.092725e+02 2.176095e-01
1.100723e-03 6.972352e+00 2.471399e+06 1.147103e+02 2.181493e-01
1.155759e-03 6.907836e+00 2.326657e+06 1.198990e+02 2.196052e-01
1.210796e-03 6.716426e+00 2.118226e+06 1.248993e+02 2.201579e-01
1.265832e-03 6.391493e+00 1.832816e+06 1.298153e+02 2.198842e-01
1.320868e-03 6.062371e+00 1.573187e+06 1.346970e+02 2.191577e-01
1.375904e-03 5.837656e+00 1.391077e+06 1.395376e+02 2.196416e-01
1.430940e-03 5.666635e+00 1.268491e+06 1.443278e+02 2.197644e-01
1.485976e-03 5.517583e+00 1.171550e+06 1.490760e+02 2.197950e-01
1.541013e-03 5.365470e+00 1.075343e+06 1.537956e+02 2.198306e-01
1.596049e-03 5.209354e+00 9.746207e+05 1.585010e+02 2.196310e-01
