# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le[erg/s], Lebar[erg/s], Te[MeV], Tebar[Mev]
#Nr: 122080
1.112000e+00 9.379818e+00 4.039152e+07 4.099982e+02 2.897086e-01 1.0677e+52 1.3560e+52 3.5289e+00 4.9593e+00
1.113000e+00 9.182175e+00 3.790832e+07 4.187192e+02 2.897053e-01 1.0221e+52 1.3585e+52 3.6036e+00 4.9797e+00
1.114000e+00 9.006047e+00 3.579772e+07 4.267483e+02 2.896059e-01 1.0124e+52 1.3486e+52 3.7244e+00 4.9718e+00
1.115000e+00 8.851648e+00 3.402319e+07 4.341299e+02 2.895298e-01 1.0063e+52 1.3880e+52 3.7325e+00 4.9430e+00
1.116000e+00 8.746690e+00 3.280788e+07 4.413393e+02 2.894726e-01 1.0980e+52 1.4220e+52 3.6113e+00 4.9647e+00
1.117000e+00 8.697712e+00 3.228737e+07 4.487814e+02 2.893933e-01 1.1026e+52 1.4401e+52 3.6188e+00 4.9883e+00
1.118000e+00 8.616930e+00 3.142451e+07 4.562216e+02 2.894008e-01 1.0617e+52 1.4705e+52 3.7159e+00 5.0193e+00
1.119000e+00 8.497115e+00 3.008794e+07 4.632547e+02 2.894570e-01 1.0828e+52 1.4623e+52 3.6663e+00 5.0319e+00
1.120000e+00 8.419379e+00 2.939958e+07 4.699813e+02 2.892673e-01 1.0578e+52 1.4834e+52 3.7220e+00 5.0155e+00
1.121000e+00 8.380908e+00 2.905300e+07 4.767504e+02 2.890818e-01 1.0690e+52 1.5212e+52 3.7214e+00 5.0079e+00
1.122000e+00 8.263849e+00 2.796317e+07 4.834301e+02 2.888411e-01 1.1142e+52 1.5350e+52 3.6838e+00 5.0295e+00
1.123000e+00 8.106366e+00 2.647496e+07 4.896203e+02 2.887469e-01 1.0921e+52 1.5400e+52 3.7245e+00 5.0448e+00
1.124000e+00 8.016140e+00 2.568958e+07 4.954961e+02 2.885611e-01 1.0942e+52 1.5277e+52 3.7032e+00 5.0468e+00
1.125000e+00 7.986082e+00 2.541250e+07 5.014193e+02 2.886253e-01 1.0934e+52 1.5435e+52 3.7184e+00 5.0515e+00
1.126000e+00 7.965710e+00 2.530290e+07 5.074930e+02 2.884991e-01 1.1426e+52 1.5476e+52 3.7006e+00 5.0616e+00
1.127000e+00 8.119666e+00 2.675125e+07 5.142011e+02 2.886747e-01 1.1537e+52 1.5486e+52 3.6588e+00 5.0576e+00
1.128000e+00 8.235387e+00 2.796468e+07 5.219467e+02 2.886547e-01 1.1064e+52 1.5326e+52 3.6595e+00 5.0425e+00
1.129000e+00 8.125734e+00 2.683185e+07 5.298299e+02 2.887995e-01 1.1125e+52 1.5463e+52 3.6874e+00 5.0110e+00
1.130000e+00 8.021916e+00 2.581483e+07 5.371796e+02 2.888668e-01 1.1237e+52 1.5701e+52 3.6880e+00 5.0048e+00
1.131000e+00 7.965704e+00 2.527796e+07 5.440803e+02 2.889563e-01 1.1197e+52 1.5405e+52 3.6801e+00 5.0399e+00
1.132000e+00 7.944227e+00 2.507969e+07 5.509314e+02 2.889511e-01 1.1211e+52 1.5538e+52 3.6619e+00 5.0247e+00
1.133000e+00 7.898807e+00 2.469107e+07 5.581444e+02 2.891044e-01 1.1490e+52 1.5460e+52 3.6088e+00 4.9997e+00
1.134000e+00 7.766516e+00 2.349945e+07 5.655476e+02 2.886959e-01 1.1236e+52 1.5438e+52 3.6815e+00 5.0191e+00
1.135000e+00 7.624332e+00 2.229482e+07 5.726550e+02 2.887720e-01 1.1278e+52 1.5677e+52 3.7259e+00 5.0250e+00
1.136000e+00 7.503949e+00 2.124755e+07 5.791579e+02 2.882049e-01 1.1266e+52 1.5729e+52 3.7197e+00 5.0076e+00
1.137000e+00 7.424518e+00 2.058346e+07 5.850448e+02 2.880887e-01 1.1129e+52 1.5475e+52 3.7649e+00 5.0376e+00
1.138000e+00 7.375814e+00 2.019785e+07 5.905276e+02 2.880262e-01 1.1019e+52 1.5342e+52 3.7591e+00 5.0359e+00
1.139000e+00 7.368979e+00 2.017352e+07 5.960486e+02 2.875613e-01 1.1160e+52 1.5492e+52 3.7487e+00 5.0209e+00
1.140000e+00 7.392486e+00 2.042807e+07 6.016350e+02 2.874381e-01 1.1241e+52 1.5679e+52 3.8083e+00 5.0421e+00
1.141000e+00 7.564215e+00 2.184849e+07 6.075138e+02 2.868169e-01 1.1927e+52 1.5925e+52 3.7604e+00 5.0475e+00
1.142000e+00 7.741790e+00 2.340826e+07 6.144750e+02 2.867948e-01 1.1840e+52 1.6425e+52 3.8291e+00 5.0440e+00
1.143000e+00 7.605734e+00 2.217108e+07 6.222505e+02 2.859844e-01 1.2508e+52 1.6540e+52 3.7400e+00 5.0186e+00
1.144000e+00 7.370396e+00 2.028094e+07 6.297957e+02 2.856706e-01 1.2982e+52 1.6726e+52 3.7353e+00 5.0233e+00
1.145000e+00 7.136406e+00 1.831530e+07 6.367734e+02 2.855939e-01 1.2845e+52 1.6535e+52 3.7855e+00 5.0552e+00
1.146000e+00 7.011983e+00 1.741996e+07 6.430850e+02 2.854473e-01 1.3246e+52 1.7149e+52 3.8643e+00 5.1151e+00
1.147000e+00 6.955761e+00 1.702127e+07 6.485876e+02 2.853711e-01 1.2864e+52 1.7399e+52 3.9044e+00 5.1216e+00
1.148000e+00 6.850606e+00 1.625233e+07 6.532393e+02 2.850357e-01 1.3974e+52 1.7616e+52 3.8406e+00 5.1443e+00
1.149000e+00 6.664221e+00 1.502860e+07 6.572542e+02 2.848508e-01 1.4318e+52 1.8109e+52 3.8549e+00 5.1635e+00
1.150000e+00 6.439038e+00 1.361507e+07 6.608987e+02 2.850847e-01 1.3841e+52 1.8385e+52 4.0021e+00 5.2256e+00
1.151000e+00 6.285777e+00 1.258667e+07 6.642632e+02 2.851720e-01 1.5042e+52 1.8565e+52 3.9409e+00 5.2707e+00
1.152000e+00 6.380634e+00 1.309737e+07 6.675296e+02 2.850027e-01 1.5756e+52 1.9149e+52 3.9811e+00 5.3216e+00
1.153000e+00 6.725430e+00 1.530194e+07 6.721497e+02 2.850864e-01 1.5035e+52 1.9189e+52 4.1093e+00 5.3058e+00
1.154000e+00 7.000568e+00 1.716840e+07 6.782942e+02 2.849175e-01 1.5015e+52 1.9563e+52 4.1789e+00 5.3036e+00
1.155000e+00 6.903793e+00 1.633788e+07 6.848059e+02 2.848040e-01 1.5465e+52 1.9525e+52 4.1636e+00 5.3290e+00
1.156000e+00 6.744203e+00 1.531493e+07 6.907218e+02 2.843638e-01 1.5644e+52 1.9058e+52 4.1531e+00 5.3640e+00
1.157000e+00 6.593262e+00 1.417206e+07 6.959165e+02 2.847551e-01 1.5252e+52 1.9378e+52 4.2716e+00 5.4033e+00
1.158000e+00 6.791231e+00 1.540839e+07 7.013370e+02 2.848390e-01 1.5879e+52 1.9451e+52 4.2789e+00 5.4363e+00
1.159000e+00 6.982142e+00 1.666951e+07 7.077275e+02 2.843191e-01 1.5973e+52 1.9634e+52 4.3552e+00 5.4699e+00
1.160000e+00 6.966065e+00 1.649540e+07 7.145423e+02 2.845915e-01 1.6678e+52 1.9656e+52 4.3317e+00 5.5004e+00
1.161000e+00 6.803205e+00 1.533788e+07 7.206512e+02 2.843834e-01 1.7485e+52 2.0310e+52 4.3876e+00 5.5349e+00
1.162000e+00 6.650741e+00 1.438102e+07 7.257068e+02 2.843121e-01 1.7109e+52 2.0863e+52 4.4917e+00 5.5483e+00
1.163000e+00 6.635983e+00 1.416807e+07 7.298758e+02 2.851627e-01 1.8045e+52 2.1361e+52 4.5842e+00 5.6245e+00
1.164000e+00 6.734962e+00 1.463121e+07 7.338336e+02 2.861156e-01 1.9926e+52 2.1981e+52 4.5223e+00 5.6785e+00
1.165000e+00 6.831426e+00 1.520036e+07 7.378602e+02 2.864853e-01 1.9137e+52 2.2450e+52 4.5797e+00 5.6585e+00
1.166000e+00 6.827672e+00 1.518071e+07 7.418867e+02 2.863604e-01 1.9169e+52 2.2412e+52 4.4687e+00 5.6326e+00
1.167000e+00 6.713157e+00 1.447928e+07 7.455830e+02 2.861258e-01 1.9782e+52 2.3010e+52 4.4747e+00 5.6627e+00
1.168000e+00 6.552795e+00 1.345688e+07 7.486778e+02 2.862700e-01 1.9506e+52 2.3341e+52 4.5169e+00 5.6712e+00
1.169000e+00 6.463193e+00 1.284916e+07 7.512351e+02 2.871030e-01 2.0313e+52 2.3766e+52 4.5419e+00 5.7134e+00
1.170000e+00 6.465225e+00 1.268805e+07 7.535243e+02 2.892049e-01 2.0154e+52 2.3846e+52 4.5763e+00 5.7650e+00
1.171000e+00 6.470942e+00 1.260990e+07 7.556253e+02 2.902148e-01 2.0098e+52 2.3994e+52 4.6355e+00 5.8116e+00
1.172000e+00 6.433556e+00 1.239867e+07 7.574762e+02 2.899089e-01 2.0360e+52 2.4737e+52 4.6599e+00 5.8705e+00
1.173000e+00 6.347815e+00 1.201215e+07 7.589743e+02 2.890001e-01 2.0904e+52 2.5169e+52 4.6969e+00 5.8927e+00
1.174000e+00 6.232956e+00 1.127443e+07 7.600758e+02 2.907012e-01 2.2516e+52 2.7439e+52 4.7588e+00 5.8958e+00
1.175000e+00 6.121819e+00 1.059629e+07 7.607516e+02 2.914958e-01 2.4070e+52 2.8581e+52 4.7398e+00 5.9011e+00
1.176000e+00 6.100783e+00 1.042292e+07 7.611108e+02 2.916402e-01 2.4132e+52 2.9701e+52 4.6884e+00 5.8816e+00
1.177000e+00 6.198584e+00 1.091909e+07 7.614229e+02 2.914944e-01 2.4993e+52 3.0853e+52 4.6619e+00 5.8649e+00
1.178000e+00 6.333907e+00 1.168453e+07 7.619727e+02 2.912104e-01 2.5110e+52 3.1072e+52 4.6482e+00 5.8496e+00
1.179000e+00 6.404641e+00 1.208445e+07 7.628336e+02 2.912486e-01 2.4270e+52 2.9999e+52 4.6666e+00 5.8357e+00
1.180000e+00 6.450241e+00 1.227227e+07 7.641092e+02 2.922312e-01 2.3240e+52 2.9275e+52 4.6220e+00 5.8383e+00
1.181000e+00 6.449008e+00 1.217143e+07 7.658018e+02 2.933182e-01 2.2141e+52 2.7916e+52 4.5368e+00 5.7970e+00
1.182000e+00 6.353763e+00 1.153067e+07 7.675759e+02 2.938675e-01 2.2924e+52 2.8161e+52 4.4779e+00 5.8170e+00
1.183000e+00 6.186583e+00 1.061913e+07 7.690311e+02 2.934532e-01 2.2460e+52 2.8987e+52 4.5809e+00 5.8862e+00
1.184000e+00 5.965597e+00 9.532431e+06 7.699073e+02 2.930098e-01 2.3501e+52 3.0706e+52 4.5811e+00 5.9023e+00
1.185000e+00 5.758859e+00 8.506602e+06 7.701319e+02 2.938224e-01 2.5204e+52 3.2427e+52 4.5962e+00 5.9720e+00
1.186000e+00 6.146575e+00 1.002602e+07 7.704975e+02 2.955187e-01 2.6445e+52 3.4819e+52 4.6526e+00 5.9606e+00
1.187000e+00 6.988776e+00 1.411950e+07 7.738351e+02 2.990606e-01 2.6920e+52 3.5315e+52 4.6566e+00 5.9594e+00
1.188000e+00 7.340417e+00 1.623777e+07 7.794757e+02 2.999367e-01 2.7981e+52 3.6094e+52 4.6580e+00 6.0001e+00
1.189000e+00 7.226022e+00 1.571249e+07 7.855314e+02 2.997104e-01 2.8504e+52 3.6492e+52 4.6869e+00 6.0015e+00
1.190000e+00 6.936341e+00 1.397594e+07 7.905697e+02 2.993261e-01 2.7297e+52 3.5653e+52 4.6787e+00 5.9453e+00
1.191000e+00 6.610780e+00 1.206293e+07 7.942285e+02 2.989877e-01 2.8755e+52 3.6297e+52 4.6978e+00 5.9877e+00
1.192000e+00 6.392989e+00 1.088458e+07 7.967462e+02 2.986761e-01 2.8674e+52 3.6195e+52 4.7474e+00 6.0087e+00
1.193000e+00 6.202562e+00 9.935133e+06 7.985076e+02 2.985525e-01 2.7275e+52 3.4857e+52 4.7341e+00 5.9688e+00
1.194000e+00 5.971631e+00 8.859938e+06 7.995315e+02 2.986196e-01 2.5427e+52 3.3051e+52 4.6470e+00 5.9359e+00
1.195000e+00 5.783648e+00 8.024670e+06 7.997828e+02 2.987378e-01 2.4132e+52 3.2426e+52 4.5929e+00 5.9269e+00
1.196000e+00 6.000439e+00 8.849054e+06 8.000681e+02 2.996657e-01 2.4968e+52 3.2750e+52 4.6696e+00 6.0617e+00
1.197000e+00 6.496565e+00 1.109361e+07 8.018954e+02 3.014488e-01 2.4297e+52 3.2420e+52 4.8316e+00 6.0752e+00
1.198000e+00 6.735204e+00 1.234495e+07 8.051269e+02 3.021546e-01 2.6156e+52 3.3547e+52 4.8882e+00 6.1061e+00
1.199000e+00 6.784382e+00 1.267412e+07 8.087841e+02 3.019775e-01 2.6046e+52 3.3932e+52 4.8953e+00 6.1329e+00
1.200000e+00 6.680529e+00 1.214517e+07 8.121992e+02 3.013155e-01 3.0203e+52 3.7509e+52 4.8720e+00 6.1175e+00
1.201000e+00 6.481467e+00 1.107400e+07 8.148721e+02 3.008061e-01 2.9117e+52 3.7156e+52 4.7919e+00 5.9667e+00
1.202000e+00 6.282014e+00 1.006303e+07 8.166762e+02 3.005163e-01 2.4549e+52 3.4885e+52 4.8029e+00 5.8562e+00
1.203000e+00 6.102752e+00 9.220536e+06 8.177806e+02 3.002665e-01 2.5033e+52 3.2814e+52 4.6028e+00 5.8575e+00
1.204000e+00 5.939616e+00 8.496605e+06 8.182940e+02 3.001291e-01 2.2786e+52 3.0749e+52 4.5963e+00 5.8820e+00
1.205000e+00 5.780078e+00 7.802842e+06 8.182520e+02 3.001758e-01 2.1983e+52 2.9993e+52 4.6679e+00 5.9466e+00
1.206000e+00 5.647962e+00 7.230373e+06 8.177091e+02 3.001148e-01 2.2838e+52 3.1497e+52 4.6995e+00 5.9925e+00
1.207000e+00 5.677543e+00 7.323627e+06 8.169445e+02 2.996748e-01 2.2789e+52 3.0879e+52 4.8186e+00 6.0841e+00
1.208000e+00 6.192584e+00 9.384845e+06 8.171662e+02 3.004465e-01 2.4263e+52 3.2015e+52 4.8175e+00 6.1212e+00
1.209000e+00 6.886036e+00 1.272938e+07 8.201843e+02 3.032013e-01 2.5591e+52 3.4915e+52 4.8497e+00 6.0142e+00
1.210000e+00 6.878741e+00 1.281222e+07 8.245009e+02 3.047160e-01 2.4297e+52 3.3633e+52 4.7626e+00 5.9030e+00
1.211000e+00 6.663311e+00 1.187623e+07 8.282346e+02 3.045459e-01 2.2821e+52 3.1122e+52 4.6341e+00 5.8138e+00
1.212000e+00 6.373980e+00 1.044033e+07 8.307799e+02 3.038456e-01 1.7949e+52 3.1314e+52 5.0642e+00 5.8000e+00
1.213000e+00 6.143343e+00 9.308613e+06 8.320578e+02 3.033309e-01 2.1364e+52 3.1601e+52 4.8145e+00 5.8978e+00
1.214000e+00 6.019815e+00 8.713691e+06 8.324660e+02 3.026440e-01 2.2949e+52 3.2069e+52 4.7825e+00 5.9964e+00
1.215000e+00 5.889855e+00 8.138344e+06 8.322930e+02 3.012330e-01 2.7104e+52 3.5173e+52 4.7485e+00 6.0319e+00
1.216000e+00 5.699646e+00 7.375376e+06 8.315453e+02 3.014461e-01 2.8342e+52 3.6512e+52 4.8184e+00 6.0832e+00
1.217000e+00 5.527863e+00 6.726427e+06 8.302405e+02 3.029456e-01 2.9322e+52 3.6364e+52 4.6610e+00 5.9794e+00
1.218000e+00 5.507480e+00 6.671253e+06 8.284804e+02 3.033385e-01 3.2603e+52 3.9087e+52 4.5747e+00 6.0513e+00
1.219000e+00 5.882358e+00 8.052314e+06 8.270662e+02 3.042601e-01 3.5359e+52 4.1802e+52 4.9457e+00 6.6132e+00
1.220000e+00 6.212748e+00 9.387206e+06 8.269286e+02 3.051515e-01 3.0463e+52 3.2185e+52 4.9682e+00 6.0966e+00
1.221000e+00 6.240318e+00 9.529324e+06 8.274334e+02 3.053997e-01 3.0347e+52 3.5436e+52 4.7859e+00 6.0270e+00
1.222000e+00 6.185384e+00 9.290695e+06 8.277458e+02 3.056533e-01 3.4134e+52 3.9253e+52 4.8541e+00 6.0466e+00
1.223000e+00 6.351494e+00 9.913647e+06 8.282918e+02 3.074151e-01 3.3476e+52 3.9042e+52 4.8119e+00 5.9944e+00
1.224000e+00 6.516959e+00 1.059186e+07 8.298633e+02 3.097315e-01 3.2921e+52 3.8960e+52 4.6559e+00 5.8680e+00
1.225000e+00 6.500978e+00 1.048112e+07 8.320789e+02 3.112423e-01 2.9243e+52 3.5583e+52 4.5785e+00 5.8425e+00
1.226000e+00 6.349060e+00 9.757918e+06 8.341491e+02 3.116990e-01 2.8851e+52 3.6000e+52 4.6122e+00 5.9362e+00
1.227000e+00 6.131257e+00 8.763521e+06 8.355247e+02 3.116039e-01 2.9007e+52 3.6781e+52 4.5673e+00 5.9039e+00
1.228000e+00 5.922799e+00 7.872081e+06 8.360385e+02 3.113644e-01 2.6598e+52 3.3946e+52 4.6877e+00 6.0208e+00
1.229000e+00 5.747965e+00 7.192384e+06 8.357837e+02 3.109186e-01 2.9789e+52 3.8164e+52 4.6667e+00 5.9911e+00
1.230000e+00 5.695255e+00 7.001408e+06 8.349260e+02 3.121135e-01 3.1336e+52 4.0440e+52 4.7096e+00 6.0342e+00
1.231000e+00 6.172662e+00 8.781028e+06 8.349896e+02 3.155724e-01 3.0914e+52 3.9717e+52 4.6617e+00 6.0093e+00
1.232000e+00 6.656655e+00 1.078477e+07 8.372850e+02 3.177242e-01 3.4004e+52 4.3329e+52 4.7621e+00 6.0678e+00
1.233000e+00 6.701389e+00 1.103653e+07 8.405418e+02 3.175065e-01 3.5127e+52 4.4115e+52 4.8238e+00 6.1014e+00
1.234000e+00 6.353315e+00 9.369519e+06 8.430377e+02 3.173098e-01 3.2194e+52 4.0514e+52 4.7596e+00 6.0441e+00
1.235000e+00 6.007364e+00 7.893257e+06 8.442111e+02 3.175956e-01 3.2799e+52 4.1797e+52 4.7333e+00 6.0194e+00
1.236000e+00 5.789770e+00 7.049662e+06 8.444786e+02 3.179661e-01 3.3854e+52 4.2870e+52 4.7489e+00 6.0380e+00
1.237000e+00 5.637248e+00 6.513030e+06 8.443307e+02 3.181659e-01 3.3673e+52 4.2808e+52 4.7160e+00 6.0153e+00
1.238000e+00 5.653424e+00 6.579428e+06 8.441127e+02 3.186149e-01 3.1501e+52 4.0469e+52 4.6457e+00 5.9493e+00
1.239000e+00 6.125433e+00 8.328220e+06 8.452401e+02 3.208028e-01 2.8552e+52 3.7341e+52 4.5710e+00 5.8867e+00
1.240000e+00 6.583495e+00 1.020837e+07 8.488864e+02 3.230790e-01 2.6343e+52 3.4460e+52 4.5964e+00 5.9477e+00
1.241000e+00 6.763262e+00 1.100794e+07 8.539282e+02 3.236448e-01 2.6988e+52 3.5423e+52 4.5985e+00 5.9608e+00
1.242000e+00 6.648707e+00 1.046109e+07 8.590028e+02 3.229212e-01 2.7498e+52 3.5989e+52 4.5829e+00 5.9448e+00
1.243000e+00 6.433447e+00 9.444377e+06 8.630083e+02 3.233870e-01 2.7777e+52 3.6435e+52 4.6649e+00 6.0057e+00
1.244000e+00 6.268190e+00 8.704544e+06 8.662615e+02 3.240798e-01 2.9452e+52 3.8594e+52 4.6684e+00 5.9893e+00
1.245000e+00 6.104278e+00 8.023349e+06 8.688918e+02 3.244914e-01 2.9222e+52 3.8292e+52 4.6221e+00 5.9124e+00
1.246000e+00 5.913700e+00 7.287058e+06 8.708507e+02 3.247302e-01 2.9651e+52 3.8922e+52 4.6557e+00 5.9444e+00
1.247000e+00 5.718374e+00 6.580825e+06 8.720644e+02 3.248344e-01 3.1299e+52 4.1270e+52 4.5838e+00 5.8964e+00
1.248000e+00 5.549867e+00 6.007333e+06 8.725909e+02 3.247874e-01 3.2647e+52 4.3502e+52 4.6378e+00 6.0022e+00
1.249000e+00 5.451430e+00 5.694909e+06 8.726603e+02 3.245504e-01 3.5481e+52 4.5736e+52 4.6765e+00 6.0501e+00
1.250000e+00 5.504290e+00 5.872654e+06 8.726602e+02 3.242207e-01 4.1745e+52 5.4110e+52 4.7019e+00 6.1002e+00
1.251000e+00 5.874558e+00 7.167907e+06 8.736555e+02 3.246857e-01 3.6428e+52 4.6832e+52 4.6304e+00 6.0442e+00
1.252000e+00 6.361314e+00 9.046207e+06 8.768343e+02 3.251435e-01 3.2445e+52 4.1907e+52 4.5393e+00 5.9357e+00
1.253000e+00 6.581724e+00 1.007936e+07 8.819296e+02 3.253736e-01 2.7539e+52 3.6236e+52 4.5972e+00 5.9666e+00
1.254000e+00 6.543908e+00 9.904796e+06 8.874854e+02 3.277758e-01 2.7835e+52 3.5967e+52 4.6533e+00 5.9460e+00
1.255000e+00 6.473934e+00 9.610055e+06 8.930367e+02 3.287484e-01 2.3973e+52 3.1209e+52 4.7902e+00 6.0490e+00
1.256000e+00 6.362063e+00 9.151082e+06 8.983741e+02 3.286721e-01 2.3007e+52 3.0886e+52 4.6906e+00 6.0161e+00
1.257000e+00 6.246975e+00 8.656384e+06 9.032931e+02 3.292812e-01 2.8068e+52 3.8065e+52 4.6775e+00 6.0167e+00
1.258000e+00 6.087209e+00 8.000339e+06 9.076451e+02 3.297991e-01 3.0357e+52 4.0721e+52 4.6481e+00 6.0023e+00
1.259000e+00 5.897299e+00 7.283413e+06 9.112302e+02 3.296434e-01 3.5016e+52 4.6603e+52 4.6748e+00 6.0412e+00
1.260000e+00 5.724683e+00 6.666494e+06 9.139296e+02 3.292823e-01 3.5258e+52 4.6665e+52 4.6360e+00 6.0138e+00
1.261000e+00 5.578749e+00 6.162349e+06 9.157550e+02 3.291298e-01 3.2675e+52 4.3086e+52 4.5157e+00 5.8883e+00
1.262000e+00 5.458386e+00 5.768207e+06 9.169008e+02 3.297364e-01 3.3372e+52 4.4027e+52 4.5989e+00 6.0100e+00
1.263000e+00 5.433284e+00 5.698334e+06 9.176526e+02 3.301482e-01 3.5884e+52 4.7659e+52 4.5874e+00 6.0148e+00
1.264000e+00 5.544300e+00 6.058937e+06 9.184644e+02 3.306627e-01 3.5525e+52 4.6182e+52 4.5378e+00 5.9572e+00
1.265000e+00 5.820600e+00 7.040067e+06 9.200745e+02 3.317567e-01 3.3831e+52 4.3086e+52 4.6071e+00 6.0401e+00
1.266000e+00 6.231981e+00 8.672931e+06 9.237271e+02 3.332287e-01 3.0173e+52 3.9271e+52 4.5867e+00 6.0288e+00
1.267000e+00 6.419663e+00 9.466446e+06 9.296135e+02 3.352575e-01 2.6953e+52 3.5775e+52 4.5467e+00 6.0132e+00
1.268000e+00 6.423343e+00 9.443592e+06 9.363715e+02 3.360441e-01 2.6292e+52 3.5368e+52 4.5017e+00 5.9818e+00
1.269000e+00 6.312591e+00 8.980292e+06 9.432113e+02 3.357705e-01 2.6083e+52 3.5306e+52 4.5756e+00 6.0569e+00
1.270000e+00 6.156871e+00 8.332036e+06 9.494495e+02 3.360735e-01 2.6354e+52 3.5703e+52 4.5559e+00 6.0386e+00
1.271000e+00 5.998674e+00 7.696550e+06 9.549572e+02 3.365313e-01 2.8464e+52 3.8769e+52 4.5361e+00 6.0567e+00
1.272000e+00 5.814253e+00 6.999819e+06 9.597376e+02 3.367165e-01 3.2701e+52 4.2563e+52 4.7152e+00 6.1739e+00
1.273000e+00 5.605983e+00 6.263987e+06 9.637234e+02 3.368338e-01 3.3576e+52 4.3282e+52 4.6282e+00 6.0725e+00
1.274000e+00 5.406029e+00 5.607620e+06 9.669235e+02 3.367998e-01 3.2427e+52 4.0500e+52 4.5661e+00 5.9683e+00
1.275000e+00 5.267861e+00 5.185657e+06 9.695015e+02 3.368404e-01 3.2899e+52 4.0126e+52 4.6098e+00 6.0378e+00
1.276000e+00 5.211993e+00 5.024432e+06 9.716646e+02 3.369311e-01 3.4546e+52 4.1956e+52 4.7091e+00 6.1567e+00
1.277000e+00 5.274549e+00 5.188221e+06 9.737251e+02 3.372150e-01 3.5689e+52 4.4536e+52 4.6301e+00 6.1204e+00
1.278000e+00 5.487142e+00 5.781528e+06 9.761817e+02 3.381390e-01 3.9978e+52 5.0795e+52 4.7467e+00 6.2221e+00
1.279000e+00 5.695035e+00 6.418735e+06 9.795255e+02 3.395173e-01 3.9445e+52 4.9928e+52 4.8029e+00 6.2253e+00
1.280000e+00 5.794558e+00 6.766708e+06 9.836952e+02 3.408832e-01 3.7059e+52 4.6956e+52 4.7867e+00 6.1710e+00
1.281000e+00 5.814272e+00 6.880187e+06 9.882896e+02 3.415488e-01 3.5292e+52 4.4063e+52 4.7287e+00 6.0573e+00
1.282000e+00 5.767125e+00 6.781635e+06 9.930579e+02 3.419315e-01 3.5955e+52 4.5705e+52 4.7092e+00 6.0336e+00
1.283000e+00 5.687009e+00 6.529093e+06 9.978424e+02 3.427428e-01 3.7348e+52 4.7773e+52 4.6178e+00 5.8805e+00
1.284000e+00 5.628762e+00 6.347315e+06 1.002570e+03 3.433756e-01 3.7365e+52 4.7827e+52 4.5733e+00 5.8824e+00
1.285000e+00 5.588297e+00 6.221314e+06 1.007181e+03 3.437005e-01 3.6543e+52 4.6266e+52 4.5593e+00 5.8724e+00
1.286000e+00 5.551725e+00 6.130554e+06 1.011748e+03 3.437256e-01 2.9595e+52 3.9012e+52 4.5253e+00 5.8953e+00
1.287000e+00 5.532795e+00 6.086466e+06 1.016301e+03 3.438712e-01 3.2719e+52 4.2901e+52 4.6500e+00 5.9731e+00
1.288000e+00 5.537014e+00 6.056597e+06 1.020852e+03 3.447922e-01 3.3208e+52 4.4273e+52 4.5569e+00 5.8831e+00
1.289000e+00 5.533799e+00 6.022885e+06 1.025395e+03 3.455475e-01 3.4187e+52 4.4911e+52 4.5484e+00 5.9034e+00
1.290000e+00 5.534950e+00 6.024943e+06 1.029976e+03 3.460627e-01 3.4571e+52 4.5952e+52 4.6269e+00 5.9630e+00
1.291000e+00 5.580450e+00 6.148686e+06 1.034733e+03 3.464542e-01 3.5045e+52 4.6411e+52 4.6115e+00 5.9502e+00
1.292000e+00 5.652155e+00 6.344814e+06 1.039697e+03 3.469987e-01 3.1489e+52 4.1585e+52 4.5772e+00 5.9012e+00
1.293000e+00 5.664453e+00 6.332103e+06 1.044735e+03 3.476917e-01 2.8891e+52 3.8196e+52 4.5114e+00 5.8564e+00
1.294000e+00 5.577076e+00 6.042190e+06 1.049503e+03 3.477244e-01 2.8821e+52 3.7658e+52 4.5213e+00 5.8429e+00
1.295000e+00 5.418398e+00 5.560581e+06 1.053771e+03 3.474486e-01 2.9182e+52 3.8984e+52 4.5144e+00 5.8894e+00
1.296000e+00 5.273869e+00 5.102515e+06 1.057558e+03 3.477211e-01 3.1841e+52 4.1830e+52 4.6781e+00 6.0785e+00
1.297000e+00 5.201548e+00 4.842875e+06 1.061107e+03 3.482477e-01 3.2196e+52 4.1846e+52 4.8193e+00 6.1936e+00
1.298000e+00 5.180995e+00 4.750454e+06 1.064634e+03 3.487900e-01 3.0314e+52 4.0387e+52 4.7142e+00 6.0581e+00
1.299000e+00 5.224171e+00 4.785140e+06 1.068301e+03 3.493988e-01 3.2452e+52 4.2688e+52 4.5575e+00 5.8787e+00
1.300000e+00 5.240744e+00 4.811620e+06 1.072129e+03 3.498573e-01 3.7012e+52 4.9347e+52 4.5223e+00 5.8441e+00
1.301000e+00 5.242970e+00 4.780910e+06 1.076032e+03 3.501171e-01 4.5232e+52 5.9934e+52 4.6630e+00 6.0444e+00
1.302000e+00 5.191185e+00 4.684553e+06 1.079871e+03 3.501532e-01 5.1808e+52 6.6313e+52 4.7676e+00 6.1351e+00
1.303000e+00 5.112480e+00 4.569553e+06 1.083571e+03 3.499662e-01 4.7033e+52 5.9992e+52 4.7922e+00 6.1580e+00
1.304000e+00 5.102168e+00 4.557415e+06 1.087182e+03 3.495966e-01 5.0513e+52 6.3664e+52 4.7390e+00 6.0494e+00
