         n    p                             nen
 12.39     18.64     23.89     36.38     58.36     89.96    139.28
 13.67     17.23     19.77     24.87     32.00     40.17     50.37
         p    n                            nebp
  7.11     11.27     14.76     22.94     36.79     55.56     82.64
 14.58     17.96     20.37     25.13     31.71     39.12     48.22
