# time[s], T9[GK], density[g/cm^3], R[km], Ye

4.3935e-01 3.1500e-01 6.2631e+03 1.1448e+04 0.36435
4.4064e-01 3.1411e-01 6.2103e+03 1.1480e+04 0.36441
4.4194e-01 3.1323e-01 6.1581e+03 1.1512e+04 0.36447
4.4323e-01 3.1235e-01 6.1066e+03 1.1545e+04 0.36452
4.4453e-01 3.1148e-01 6.0556e+03 1.1577e+04 0.36458
4.4582e-01 3.1062e-01 6.0053e+03 1.1609e+04 0.36463
4.4712e-01 3.0976e-01 5.9555e+03 1.1642e+04 0.36469
4.4841e-01 3.0890e-01 5.9063e+03 1.1674e+04 0.36474
4.4970e-01 3.0805e-01 5.8576e+03 1.1706e+04 0.36479
4.5099e-01 3.0720e-01 5.8095e+03 1.1738e+04 0.36484
4.5228e-01 3.0636e-01 5.7620e+03 1.1770e+04 0.36490
4.5357e-01 3.0553e-01 5.7150e+03 1.1803e+04 0.36495
4.5494e-01 3.0464e-01 5.6655e+03 1.1837e+04 0.36501
4.5632e-01 3.0376e-01 5.6166e+03 1.1871e+04 0.36506
4.5769e-01 3.0289e-01 5.5682e+03 1.1905e+04 0.36511
4.5906e-01 3.0202e-01 5.5204e+03 1.1940e+04 0.36517
4.6044e-01 3.0116e-01 5.4732e+03 1.1974e+04 0.36522
4.6181e-01 3.0030e-01 5.4265e+03 1.2008e+04 0.36527
4.6318e-01 2.9944e-01 5.3803e+03 1.2042e+04 0.36533
4.6456e-01 2.9859e-01 5.3346e+03 1.2077e+04 0.36538
4.6593e-01 2.9775e-01 5.2895e+03 1.2111e+04 0.36543
4.6730e-01 2.9691e-01 5.2448e+03 1.2145e+04 0.36548
4.6868e-01 2.9607e-01 5.2007e+03 1.2180e+04 0.36553
4.7005e-01 2.9524e-01 5.1570e+03 1.2214e+04 0.36558
4.7142e-01 2.9442e-01 5.1139e+03 1.2248e+04 0.36563
4.7279e-01 2.9360e-01 5.0712e+03 1.2282e+04 0.36569
4.7417e-01 2.9278e-01 5.0290e+03 1.2317e+04 0.36573
4.7571e-01 2.9187e-01 4.9822e+03 1.2355e+04 0.36579
4.7725e-01 2.9096e-01 4.9360e+03 1.2393e+04 0.36585
4.7879e-01 2.9006e-01 4.8904e+03 1.2432e+04 0.36590
4.8033e-01 2.8917e-01 4.8453e+03 1.2470e+04 0.36595
4.8187e-01 2.8828e-01 4.8008e+03 1.2509e+04 0.36601
4.8341e-01 2.8740e-01 4.7568e+03 1.2547e+04 0.36606
4.8495e-01 2.8652e-01 4.7134e+03 1.2586e+04 0.36612
4.8649e-01 2.8565e-01 4.6705e+03 1.2624e+04 0.36617
4.8803e-01 2.8478e-01 4.6281e+03 1.2662e+04 0.36622
4.8957e-01 2.8392e-01 4.5863e+03 1.2701e+04 0.36627
4.9111e-01 2.8307e-01 4.5449e+03 1.2739e+04 0.36632
4.9265e-01 2.8222e-01 4.5040e+03 1.2778e+04 0.36638
4.9419e-01 2.8137e-01 4.4637e+03 1.2816e+04 0.36643
4.9573e-01 2.8053e-01 4.4238e+03 1.2854e+04 0.36648
4.9726e-01 2.7969e-01 4.3843e+03 1.2893e+04 0.36653
4.9880e-01 2.7886e-01 4.3454e+03 1.2931e+04 0.36658
5.0034e-01 2.7804e-01 4.3069e+03 1.2970e+04 0.36662
5.0188e-01 2.7721e-01 4.2688e+03 1.3008e+04 0.36667
5.0343e-01 2.7640e-01 4.2312e+03 1.3047e+04 0.36672
5.0503e-01 2.7555e-01 4.1925e+03 1.3087e+04 0.36677
5.0664e-01 2.7471e-01 4.1542e+03 1.3127e+04 0.36682
5.0824e-01 2.7388e-01 4.1164e+03 1.3167e+04 0.36687
5.0985e-01 2.7305e-01 4.0791e+03 1.3207e+04 0.36692
5.1145e-01 2.7222e-01 4.0422e+03 1.3247e+04 0.36697
5.1306e-01 2.7140e-01 4.0058e+03 1.3287e+04 0.36702
5.1466e-01 2.7058e-01 3.9698e+03 1.3327e+04 0.36707
5.1627e-01 2.6977e-01 3.9342e+03 1.3367e+04 0.36712
5.1787e-01 2.6897e-01 3.8990e+03 1.3407e+04 0.36716
5.1948e-01 2.6816e-01 3.8643e+03 1.3447e+04 0.36721
5.2108e-01 2.6737e-01 3.8299e+03 1.3487e+04 0.36726
5.2269e-01 2.6658e-01 3.7960e+03 1.3527e+04 0.36730
5.2430e-01 2.6579e-01 3.7624e+03 1.3567e+04 0.36735
5.2590e-01 2.6501e-01 3.7293e+03 1.3607e+04 0.36740
5.2751e-01 2.6423e-01 3.6965e+03 1.3648e+04 0.36744
5.2912e-01 2.6345e-01 3.6641e+03 1.3688e+04 0.36749
5.3073e-01 2.6268e-01 3.6321e+03 1.3728e+04 0.36754
5.3233e-01 2.6192e-01 3.6004e+03 1.3768e+04 0.36758
5.3394e-01 2.6116e-01 3.5691e+03 1.3808e+04 0.36762
5.3555e-01 2.6040e-01 3.5382e+03 1.3848e+04 0.36767
5.3716e-01 2.5965e-01 3.5076e+03 1.3888e+04 0.36771
5.3877e-01 2.5890e-01 3.4773e+03 1.3928e+04 0.36776
5.4038e-01 2.5815e-01 3.4474e+03 1.3969e+04 0.36780
5.4199e-01 2.5741e-01 3.4178e+03 1.4009e+04 0.36784
5.4404e-01 2.5648e-01 3.3807e+03 1.4060e+04 0.36790
5.4609e-01 2.5555e-01 3.3441e+03 1.4111e+04 0.36795
5.4813e-01 2.5463e-01 3.3080e+03 1.4162e+04 0.36801
5.5018e-01 2.5371e-01 3.2725e+03 1.4213e+04 0.36806
5.5223e-01 2.5280e-01 3.2375e+03 1.4264e+04 0.36811
5.5428e-01 2.5190e-01 3.2029e+03 1.4315e+04 0.36817
5.5632e-01 2.5100e-01 3.1689e+03 1.4366e+04 0.36822
5.5837e-01 2.5012e-01 3.1353e+03 1.4418e+04 0.36827
5.6042e-01 2.4923e-01 3.1022e+03 1.4469e+04 0.36832
5.6247e-01 2.4836e-01 3.0696e+03 1.4520e+04 0.36837
5.6451e-01 2.4748e-01 3.0374e+03 1.4571e+04 0.36842
5.6656e-01 2.4662e-01 3.0057e+03 1.4622e+04 0.36847
5.6861e-01 2.4576e-01 2.9744e+03 1.4673e+04 0.36852
5.7066e-01 2.4491e-01 2.9435e+03 1.4724e+04 0.36857
5.7270e-01 2.4406e-01 2.9131e+03 1.4775e+04 0.36862
5.7475e-01 2.4322e-01 2.8831e+03 1.4826e+04 0.36867
5.7685e-01 2.4237e-01 2.8528e+03 1.4878e+04 0.36872
5.7894e-01 2.4152e-01 2.8230e+03 1.4931e+04 0.36877
5.8104e-01 2.4068e-01 2.7935e+03 1.4983e+04 0.36882
5.8313e-01 2.3984e-01 2.7645e+03 1.5035e+04 0.36887
5.8528e-01 2.3898e-01 2.7351e+03 1.5089e+04 0.36892
5.8743e-01 2.3814e-01 2.7061e+03 1.5143e+04 0.36896
5.8959e-01 2.3730e-01 2.6775e+03 1.5196e+04 0.36901
5.9174e-01 2.3646e-01 2.6493e+03 1.5250e+04 0.36906
5.9390e-01 2.3563e-01 2.6215e+03 1.5304e+04 0.36911
5.9605e-01 2.3480e-01 2.5940e+03 1.5358e+04 0.36916
5.9821e-01 2.3398e-01 2.5669e+03 1.5412e+04 0.36921
6.0037e-01 2.3317e-01 2.5402e+03 1.5465e+04 0.36925
6.0254e-01 2.3236e-01 2.5138e+03 1.5519e+04 0.36930
6.0470e-01 2.3155e-01 2.4877e+03 1.5573e+04 0.36935
6.0686e-01 2.3075e-01 2.4620e+03 1.5627e+04 0.36939
6.0903e-01 2.2995e-01 2.4366e+03 1.5682e+04 0.36944
6.1151e-01 2.2905e-01 2.4080e+03 1.5743e+04 0.36949
6.1399e-01 2.2815e-01 2.3798e+03 1.5805e+04 0.36954
6.1647e-01 2.2726e-01 2.3521e+03 1.5867e+04 0.36960
6.1895e-01 2.2638e-01 2.3248e+03 1.5929e+04 0.36965
6.2143e-01 2.2551e-01 2.2980e+03 1.5991e+04 0.36970
6.2390e-01 2.2464e-01 2.2716e+03 1.6053e+04 0.36975
6.2637e-01 2.2378e-01 2.2456e+03 1.6114e+04 0.36980
6.2884e-01 2.2293e-01 2.2200e+03 1.6176e+04 0.36985
6.3145e-01 2.2203e-01 2.1934e+03 1.6241e+04 0.36990
6.3406e-01 2.2115e-01 2.1672e+03 1.6306e+04 0.36995
6.3667e-01 2.2027e-01 2.1415e+03 1.6371e+04 0.37000
6.3928e-01 2.1940e-01 2.1161e+03 1.6436e+04 0.37005
6.4206e-01 2.1847e-01 2.0895e+03 1.6506e+04 0.37010
6.4490e-01 2.1754e-01 2.0629e+03 1.6577e+04 0.37016
6.4774e-01 2.1661e-01 2.0366e+03 1.6647e+04 0.37021
6.5058e-01 2.1569e-01 2.0109e+03 1.6718e+04 0.37027
6.5342e-01 2.1479e-01 1.9855e+03 1.6789e+04 0.37032
6.5626e-01 2.1388e-01 1.9606e+03 1.6860e+04 0.37037
6.5909e-01 2.1299e-01 1.9361e+03 1.6931e+04 0.37042
6.6193e-01 2.1210e-01 1.9120e+03 1.7001e+04 0.37047
6.6477e-01 2.1122e-01 1.8884e+03 1.7072e+04 0.37052
6.6760e-01 2.1035e-01 1.8651e+03 1.7143e+04 0.37058
6.7043e-01 2.0949e-01 1.8422e+03 1.7214e+04 0.37063
6.7327e-01 2.0863e-01 1.8197e+03 1.7284e+04 0.37068
6.7610e-01 2.0778e-01 1.7976e+03 1.7355e+04 0.37073
6.7893e-01 2.0694e-01 1.7758e+03 1.7426e+04 0.37078
6.8176e-01 2.0610e-01 1.7544e+03 1.7496e+04 0.37082
6.8460e-01 2.0527e-01 1.7333e+03 1.7567e+04 0.37087
6.8743e-01 2.0445e-01 1.7125e+03 1.7638e+04 0.37092
6.9026e-01 2.0364e-01 1.6921e+03 1.7708e+04 0.37097
6.9312e-01 2.0282e-01 1.6718e+03 1.7780e+04 0.37101
6.9598e-01 2.0201e-01 1.6518e+03 1.7851e+04 0.37106
6.9884e-01 2.0120e-01 1.6322e+03 1.7922e+04 0.37111
7.0171e-01 2.0040e-01 1.6128e+03 1.7994e+04 0.37116
7.0457e-01 1.9961e-01 1.5938e+03 1.8065e+04 0.37120
7.0743e-01 1.9883e-01 1.5750e+03 1.8137e+04 0.37125
7.1029e-01 1.9805e-01 1.5565e+03 1.8208e+04 0.37130
7.1315e-01 1.9727e-01 1.5384e+03 1.8279e+04 0.37134
7.1602e-01 1.9651e-01 1.5205e+03 1.8351e+04 0.37139
7.1888e-01 1.9574e-01 1.5029e+03 1.8422e+04 0.37143
7.2174e-01 1.9499e-01 1.4855e+03 1.8494e+04 0.37148
7.2460e-01 1.9424e-01 1.4685e+03 1.8565e+04 0.37152
7.2746e-01 1.9349e-01 1.4516e+03 1.8637e+04 0.37156
7.3033e-01 1.9275e-01 1.4351e+03 1.8708e+04 0.37161
7.3319e-01 1.9202e-01 1.4188e+03 1.8779e+04 0.37165
7.3605e-01 1.9129e-01 1.4027e+03 1.8851e+04 0.37169
7.3894e-01 1.9057e-01 1.3867e+03 1.8923e+04 0.37174
7.4183e-01 1.8984e-01 1.3710e+03 1.8995e+04 0.37178
7.4473e-01 1.8912e-01 1.3555e+03 1.9067e+04 0.37182
7.4762e-01 1.8841e-01 1.3402e+03 1.9139e+04 0.37187
7.5052e-01 1.8770e-01 1.3251e+03 1.9212e+04 0.37191
7.5342e-01 1.8700e-01 1.3103e+03 1.9284e+04 0.37195
7.5632e-01 1.8630e-01 1.2956e+03 1.9356e+04 0.37199
7.5922e-01 1.8560e-01 1.2812e+03 1.9429e+04 0.37203
7.6212e-01 1.8491e-01 1.2670e+03 1.9501e+04 0.37207
7.6503e-01 1.8423e-01 1.2530e+03 1.9574e+04 0.37211
7.6793e-01 1.8355e-01 1.2391e+03 1.9646e+04 0.37216
7.7084e-01 1.8287e-01 1.2255e+03 1.9719e+04 0.37220
7.7375e-01 1.8220e-01 1.2120e+03 1.9791e+04 0.37224
7.7666e-01 1.8154e-01 1.1988e+03 1.9864e+04 0.37228
7.7958e-01 1.8087e-01 1.1857e+03 1.9937e+04 0.37232
7.8250e-01 1.8022e-01 1.1728e+03 2.0010e+04 0.37236
7.8542e-01 1.7956e-01 1.1601e+03 2.0082e+04 0.37240
7.8834e-01 1.7891e-01 1.1476e+03 2.0155e+04 0.37244
7.9193e-01 1.7812e-01 1.1324e+03 2.0245e+04 0.37248
7.9552e-01 1.7734e-01 1.1175e+03 2.0335e+04 0.37253
7.9911e-01 1.7656e-01 1.1029e+03 2.0424e+04 0.37258
8.0270e-01 1.7579e-01 1.0885e+03 2.0514e+04 0.37262
8.0629e-01 1.7502e-01 1.0743e+03 2.0603e+04 0.37267
8.0988e-01 1.7426e-01 1.0604e+03 2.0693e+04 0.37272
8.1347e-01 1.7351e-01 1.0468e+03 2.0782e+04 0.37276
8.1706e-01 1.7277e-01 1.0334e+03 2.0872e+04 0.37281
8.2065e-01 1.7203e-01 1.0202e+03 2.0962e+04 0.37285
8.2424e-01 1.7130e-01 1.0072e+03 2.1051e+04 0.37290
8.2783e-01 1.7057e-01 9.9446e+02 2.1141e+04 0.37294
8.3142e-01 1.6985e-01 9.8192e+02 2.1230e+04 0.37299
8.3502e-01 1.6914e-01 9.6959e+02 2.1320e+04 0.37303
8.3861e-01 1.6843e-01 9.5747e+02 2.1410e+04 0.37307
8.4220e-01 1.6773e-01 9.4556e+02 2.1499e+04 0.37312
8.4579e-01 1.6703e-01 9.3383e+02 2.1589e+04 0.37316
8.4966e-01 1.6629e-01 9.2140e+02 2.1685e+04 0.37321
8.5354e-01 1.6555e-01 9.0918e+02 2.1782e+04 0.37325
8.5742e-01 1.6482e-01 8.9717e+02 2.1879e+04 0.37330
8.6130e-01 1.6409e-01 8.8536e+02 2.1976e+04 0.37334
8.6518e-01 1.6337e-01 8.7376e+02 2.2073e+04 0.37339
8.6906e-01 1.6266e-01 8.6235e+02 2.2169e+04 0.37343
8.7295e-01 1.6195e-01 8.5114e+02 2.2266e+04 0.37348
8.7683e-01 1.6125e-01 8.4011e+02 2.2363e+04 0.37352
8.8072e-01 1.6055e-01 8.2927e+02 2.2460e+04 0.37356
8.8462e-01 1.5986e-01 8.1861e+02 2.2558e+04 0.37361
8.8851e-01 1.5917e-01 8.0812e+02 2.2655e+04 0.37365
8.9241e-01 1.5849e-01 7.9780e+02 2.2752e+04 0.37369
8.9631e-01 1.5782e-01 7.8765e+02 2.2849e+04 0.37373
9.0021e-01 1.5715e-01 7.7767e+02 2.2947e+04 0.37378
9.0411e-01 1.5648e-01 7.6785e+02 2.3044e+04 0.37382
9.0802e-01 1.5583e-01 7.5819e+02 2.3142e+04 0.37386
9.1193e-01 1.5517e-01 7.4868e+02 2.3239e+04 0.37390
9.1584e-01 1.5452e-01 7.3932e+02 2.3337e+04 0.37394
9.1976e-01 1.5388e-01 7.3011e+02 2.3434e+04 0.37398
9.2368e-01 1.5324e-01 7.2105e+02 2.3532e+04 0.37402
9.2760e-01 1.5260e-01 7.1213e+02 2.3630e+04 0.37406
9.3153e-01 1.5197e-01 7.0334e+02 2.3728e+04 0.37410
9.3546e-01 1.5135e-01 6.9470e+02 2.3826e+04 0.37414
9.3939e-01 1.5073e-01 6.8618e+02 2.3924e+04 0.37418
9.4332e-01 1.5011e-01 6.7780e+02 2.4022e+04 0.37422
9.4761e-01 1.4945e-01 6.6882e+02 2.4129e+04 0.37426
9.5190e-01 1.4879e-01 6.6000e+02 2.4236e+04 0.37431
9.5619e-01 1.4813e-01 6.5134e+02 2.4343e+04 0.37435
9.6048e-01 1.4748e-01 6.4282e+02 2.4450e+04 0.37439
9.6477e-01 1.4684e-01 6.3446e+02 2.4557e+04 0.37443
9.6952e-01 1.4614e-01 6.2536e+02 2.4676e+04 0.37448
9.7427e-01 1.4544e-01 6.1643e+02 2.4795e+04 0.37452
9.7904e-01 1.4474e-01 6.0765e+02 2.4913e+04 0.37457
9.8381e-01 1.4405e-01 5.9901e+02 2.5033e+04 0.37461
9.8859e-01 1.4337e-01 5.9053e+02 2.5152e+04 0.37466
9.9338e-01 1.4269e-01 5.8219e+02 2.5271e+04 0.37470
9.9819e-01 1.4202e-01 5.7399e+02 2.5391e+04 0.37474
1.0030e+00 1.4135e-01 5.6592e+02 2.5511e+04 0.37479
1.0078e+00 1.4069e-01 5.5800e+02 2.5631e+04 0.37483
1.0126e+00 1.4003e-01 5.5020e+02 2.5752e+04 0.37487
1.0181e+00 1.3930e-01 5.4164e+02 2.5887e+04 0.37492
1.0235e+00 1.3858e-01 5.3326e+02 2.6022e+04 0.37497
1.0289e+00 1.3786e-01 5.2505e+02 2.6157e+04 0.37502
1.0343e+00 1.3715e-01 5.1700e+02 2.6292e+04 0.37506
1.0397e+00 1.3645e-01 5.0912e+02 2.6427e+04 0.37511
1.0451e+00 1.3576e-01 5.0140e+02 2.6562e+04 0.37516
1.0505e+00 1.3507e-01 4.9383e+02 2.6697e+04 0.37520
1.0559e+00 1.3439e-01 4.8642e+02 2.6832e+04 0.37525
1.0613e+00 1.3372e-01 4.7915e+02 2.6967e+04 0.37529
1.0667e+00 1.3306e-01 4.7202e+02 2.7102e+04 0.37533
1.0722e+00 1.3240e-01 4.6503e+02 2.7237e+04 0.37538
1.0776e+00 1.3174e-01 4.5818e+02 2.7372e+04 0.37542
1.0833e+00 1.3106e-01 4.5107e+02 2.7515e+04 0.37547
1.0890e+00 1.3038e-01 4.4410e+02 2.7658e+04 0.37551
1.0948e+00 1.2970e-01 4.3725e+02 2.7802e+04 0.37556
1.1006e+00 1.2904e-01 4.3052e+02 2.7946e+04 0.37560
1.1064e+00 1.2837e-01 4.2392e+02 2.8090e+04 0.37565
1.1122e+00 1.2772e-01 4.1744e+02 2.8235e+04 0.37569
1.1180e+00 1.2706e-01 4.1107e+02 2.8380e+04 0.37574
1.1238e+00 1.2642e-01 4.0482e+02 2.8525e+04 0.37578
1.1296e+00 1.2577e-01 3.9868e+02 2.8671e+04 0.37583
1.1355e+00 1.2514e-01 3.9265e+02 2.8817e+04 0.37587
1.1413e+00 1.2450e-01 3.8673e+02 2.8963e+04 0.37591
1.1472e+00 1.2388e-01 3.8091e+02 2.9110e+04 0.37595
1.1531e+00 1.2325e-01 3.7520e+02 2.9257e+04 0.37600
1.1590e+00 1.2264e-01 3.6959e+02 2.9404e+04 0.37604
1.1649e+00 1.2202e-01 3.6407e+02 2.9552e+04 0.37608
1.1709e+00 1.2141e-01 3.5865e+02 2.9700e+04 0.37612
1.1768e+00 1.2081e-01 3.5333e+02 2.9849e+04 0.37616
1.1829e+00 1.2020e-01 3.4802e+02 3.0000e+04 0.37621
1.1889e+00 1.1960e-01 3.4281e+02 3.0151e+04 0.37625
1.1950e+00 1.1900e-01 3.3770e+02 3.0302e+04 0.37629
1.2017e+00 1.1835e-01 3.3220e+02 3.0469e+04 0.37633
1.2084e+00 1.1771e-01 3.2680e+02 3.0635e+04 0.37638
1.2150e+00 1.1707e-01 3.2152e+02 3.0802e+04 0.37642
1.2217e+00 1.1644e-01 3.1635e+02 3.0969e+04 0.37646
1.2284e+00 1.1582e-01 3.1129e+02 3.1136e+04 0.37651
1.2351e+00 1.1520e-01 3.0633e+02 3.1303e+04 0.37655
1.2418e+00 1.1459e-01 3.0147e+02 3.1470e+04 0.37659
1.2485e+00 1.1398e-01 2.9671e+02 3.1638e+04 0.37664
1.2553e+00 1.1338e-01 2.9204e+02 3.1805e+04 0.37668
1.2620e+00 1.1278e-01 2.8747e+02 3.1973e+04 0.37672
1.2687e+00 1.1219e-01 2.8299e+02 3.2141e+04 0.37676
1.2754e+00 1.1161e-01 2.7860e+02 3.2309e+04 0.37680
1.2822e+00 1.1103e-01 2.7429e+02 3.2477e+04 0.37684
1.2889e+00 1.1046e-01 2.7007e+02 3.2646e+04 0.37688
1.2957e+00 1.0989e-01 2.6593e+02 3.2814e+04 0.37692
1.3024e+00 1.0933e-01 2.6188e+02 3.2983e+04 0.37696
1.3092e+00 1.0877e-01 2.5790e+02 3.3151e+04 0.37700
1.3160e+00 1.0822e-01 2.5399e+02 3.3320e+04 0.37704
1.3228e+00 1.0768e-01 2.5016e+02 3.3490e+04 0.37708
1.3295e+00 1.0713e-01 2.4641e+02 3.3659e+04 0.37712
1.3363e+00 1.0660e-01 2.4272e+02 3.3828e+04 0.37716
1.3431e+00 1.0607e-01 2.3911e+02 3.3998e+04 0.37719
1.3499e+00 1.0554e-01 2.3556e+02 3.4168e+04 0.37723
1.3568e+00 1.0502e-01 2.3208e+02 3.4338e+04 0.37727
1.3636e+00 1.0450e-01 2.2866e+02 3.4508e+04 0.37731
1.3704e+00 1.0398e-01 2.2531e+02 3.4678e+04 0.37734
1.3772e+00 1.0348e-01 2.2201e+02 3.4849e+04 0.37738
1.3841e+00 1.0297e-01 2.1878e+02 3.5020e+04 0.37742
1.3909e+00 1.0247e-01 2.1561e+02 3.5191e+04 0.37745
1.3978e+00 1.0197e-01 2.1249e+02 3.5362e+04 0.37749
1.4047e+00 1.0148e-01 2.0943e+02 3.5533e+04 0.37752
1.4115e+00 1.0100e-01 2.0643e+02 3.5705e+04 0.37756
1.4184e+00 1.0051e-01 2.0348e+02 3.5877e+04 0.37759
1.4253e+00 1.0003e-01 2.0058e+02 3.6049e+04 0.37763
1.4322e+00 9.9557e-02 1.9773e+02 3.6221e+04 0.37766
1.4391e+00 9.9085e-02 1.9493e+02 3.6393e+04 0.37769
1.4461e+00 9.8617e-02 1.9218e+02 3.6566e+04 0.37773
1.4534e+00 9.8127e-02 1.8933e+02 3.6749e+04 0.37776
1.4618e+00 9.7572e-02 1.8614e+02 3.6958e+04 0.37780
1.4701e+00 9.7023e-02 1.8302e+02 3.7167e+04 0.37784
1.4785e+00 9.6481e-02 1.7996e+02 3.7376e+04 0.37788
1.4869e+00 9.5944e-02 1.7698e+02 3.7585e+04 0.37792
1.4953e+00 9.5413e-02 1.7405e+02 3.7794e+04 0.37796
1.5040e+00 9.4865e-02 1.7107e+02 3.8013e+04 0.37800
1.5128e+00 9.4322e-02 1.6815e+02 3.8231e+04 0.37804
1.5215e+00 9.3787e-02 1.6530e+02 3.8449e+04 0.37808
1.5303e+00 9.3257e-02 1.6252e+02 3.8668e+04 0.37812
1.5390e+00 9.2734e-02 1.5980e+02 3.8886e+04 0.37816
1.5478e+00 9.2217e-02 1.5714e+02 3.9104e+04 0.37819
1.5565e+00 9.1706e-02 1.5455e+02 3.9322e+04 0.37823
1.5652e+00 9.1201e-02 1.5201e+02 3.9539e+04 0.37827
1.5740e+00 9.0702e-02 1.4952e+02 3.9757e+04 0.37830
1.5827e+00 9.0206e-02 1.4708e+02 3.9976e+04 0.37834
1.5915e+00 8.9715e-02 1.4470e+02 4.0194e+04 0.37838
1.6002e+00 8.9230e-02 1.4236e+02 4.0413e+04 0.37841
1.6090e+00 8.8751e-02 1.4008e+02 4.0631e+04 0.37845
1.6177e+00 8.8276e-02 1.3784e+02 4.0850e+04 0.37848
1.6265e+00 8.7807e-02 1.3566e+02 4.1068e+04 0.37852
1.6352e+00 8.7342e-02 1.3352e+02 4.1286e+04 0.37855
1.6440e+00 8.6883e-02 1.3142e+02 4.1505e+04 0.37859
1.6527e+00 8.6428e-02 1.2937e+02 4.1723e+04 0.37862
1.6615e+00 8.5979e-02 1.2736e+02 4.1941e+04 0.37865
1.6702e+00 8.5534e-02 1.2539e+02 4.2159e+04 0.37868
1.6790e+00 8.5093e-02 1.2347e+02 4.2377e+04 0.37872
1.6877e+00 8.4658e-02 1.2158e+02 4.2596e+04 0.37875
1.6965e+00 8.4226e-02 1.1973e+02 4.2814e+04 0.37878
1.7052e+00 8.3800e-02 1.1792e+02 4.3032e+04 0.37881
1.7139e+00 8.3377e-02 1.1614e+02 4.3250e+04 0.37884
1.7227e+00 8.2959e-02 1.1441e+02 4.3468e+04 0.37888
1.7314e+00 8.2545e-02 1.1270e+02 4.3686e+04 0.37891
1.7401e+00 8.2135e-02 1.1103e+02 4.3904e+04 0.37894
1.7489e+00 8.1729e-02 1.0939e+02 4.4122e+04 0.37897
1.7576e+00 8.1328e-02 1.0779e+02 4.4340e+04 0.37900
1.7664e+00 8.0930e-02 1.0621e+02 4.4558e+04 0.37903
1.7751e+00 8.0536e-02 1.0467e+02 4.4776e+04 0.37906
1.7838e+00 8.0146e-02 1.0316e+02 4.4993e+04 0.37909
1.7926e+00 7.9760e-02 1.0167e+02 4.5211e+04 0.37912
1.8013e+00 7.9377e-02 1.0022e+02 4.5429e+04 0.37914
1.8100e+00 7.8998e-02 9.8791e+01 4.5647e+04 0.37917
1.8187e+00 7.8623e-02 9.7390e+01 4.5865e+04 0.37920
1.8275e+00 7.8252e-02 9.6016e+01 4.6083e+04 0.37923
1.8362e+00 7.7884e-02 9.4667e+01 4.6300e+04 0.37926
1.8464e+00 7.7459e-02 9.3128e+01 4.6554e+04 0.37929
1.8565e+00 7.7040e-02 9.1623e+01 4.6808e+04 0.37932
1.8667e+00 7.6624e-02 9.0149e+01 4.7061e+04 0.37935
1.8769e+00 7.6214e-02 8.8708e+01 4.7315e+04 0.37938
1.8870e+00 7.5807e-02 8.7296e+01 4.7568e+04 0.37941
1.8972e+00 7.5405e-02 8.5915e+01 4.7822e+04 0.37944
1.9074e+00 7.5008e-02 8.4562e+01 4.8076e+04 0.37947
1.9175e+00 7.4614e-02 8.3238e+01 4.8329e+04 0.37950
1.9277e+00 7.4225e-02 8.1941e+01 4.8583e+04 0.37953
1.9378e+00 7.3839e-02 8.0671e+01 4.8836e+04 0.37956
1.9484e+00 7.3444e-02 7.9383e+01 4.9099e+04 0.37959
1.9589e+00 7.3053e-02 7.8121e+01 4.9362e+04 0.37962
1.9694e+00 7.2666e-02 7.6887e+01 4.9625e+04 0.37965
1.9800e+00 7.2284e-02 7.5680e+01 4.9887e+04 0.37968
1.9905e+00 7.1905e-02 7.4497e+01 5.0150e+04 0.37971
2.0010e+00 7.1531e-02 7.3340e+01 5.0412e+04 0.37974
2.0115e+00 7.1161e-02 7.2207e+01 5.0675e+04 0.37977
2.0220e+00 7.0794e-02 7.1097e+01 5.0937e+04 0.37979
2.0325e+00 7.0432e-02 7.0010e+01 5.1199e+04 0.37982
2.0430e+00 7.0073e-02 6.8946e+01 5.1461e+04 0.37985
2.0535e+00 6.9718e-02 6.7904e+01 5.1723e+04 0.37988
2.0640e+00 6.9367e-02 6.6882e+01 5.1985e+04 0.37990
2.0745e+00 6.9019e-02 6.5882e+01 5.2247e+04 0.37993
2.0850e+00 6.8675e-02 6.4901e+01 5.2509e+04 0.37996
2.0955e+00 6.8334e-02 6.3940e+01 5.2771e+04 0.37998
2.1060e+00 6.7997e-02 6.2999e+01 5.3032e+04 0.38001
2.1165e+00 6.7663e-02 6.2076e+01 5.3294e+04 0.38003
2.1270e+00 6.7333e-02 6.1171e+01 5.3555e+04 0.38006
2.1375e+00 6.7006e-02 6.0284e+01 5.3817e+04 0.38008
2.1479e+00 6.6682e-02 5.9414e+01 5.4078e+04 0.38011
2.1584e+00 6.6361e-02 5.8561e+01 5.4339e+04 0.38013
2.1689e+00 6.6044e-02 5.7724e+01 5.4601e+04 0.38016
2.1793e+00 6.5729e-02 5.6904e+01 5.4862e+04 0.38018
2.1898e+00 6.5418e-02 5.6099e+01 5.5123e+04 0.38021
2.2017e+00 6.5068e-02 5.5202e+01 5.5420e+04 0.38023
2.2136e+00 6.4721e-02 5.4324e+01 5.5717e+04 0.38026
2.2255e+00 6.4378e-02 5.3466e+01 5.6013e+04 0.38029
2.2374e+00 6.4039e-02 5.2625e+01 5.6310e+04 0.38031
2.2493e+00 6.3703e-02 5.1802e+01 5.6607e+04 0.38034
2.2611e+00 6.3372e-02 5.0997e+01 5.6903e+04 0.38037
2.2730e+00 6.3043e-02 5.0208e+01 5.7199e+04 0.38039
