# time[s], T9[GK], density[g/cm^3], R[km], Ye

4.6225e-02 2.2001e+00 2.1339e+06 1.6391e+03 0.19193
4.6330e-02 2.1966e+00 2.1237e+06 1.6417e+03 0.19196
4.6435e-02 2.1931e+00 2.1136e+06 1.6443e+03 0.19198
4.6538e-02 2.1896e+00 2.1037e+06 1.6469e+03 0.19201
4.6641e-02 2.1862e+00 2.0939e+06 1.6494e+03 0.19204
4.6743e-02 2.1829e+00 2.0842e+06 1.6520e+03 0.19206
4.6845e-02 2.1795e+00 2.0746e+06 1.6545e+03 0.19209
4.6946e-02 2.1762e+00 2.0652e+06 1.6570e+03 0.19211
4.7049e-02 2.1728e+00 2.0556e+06 1.6596e+03 0.19214
4.7151e-02 2.1695e+00 2.0462e+06 1.6622e+03 0.19217
4.7251e-02 2.1662e+00 2.0370e+06 1.6646e+03 0.19219
4.7350e-02 2.1630e+00 2.0279e+06 1.6671e+03 0.19222
4.7448e-02 2.1599e+00 2.0191e+06 1.6695e+03 0.19224
4.7544e-02 2.1568e+00 2.0104e+06 1.6720e+03 0.19227
4.7640e-02 2.1537e+00 2.0018e+06 1.6743e+03 0.19229
4.7735e-02 2.1507e+00 1.9933e+06 1.6767e+03 0.19232
4.7829e-02 2.1477e+00 1.9850e+06 1.6791e+03 0.19234
4.7922e-02 2.1447e+00 1.9767e+06 1.6814e+03 0.19237
4.8014e-02 2.1417e+00 1.9686e+06 1.6837e+03 0.19239
4.8131e-02 2.1381e+00 1.9585e+06 1.6866e+03 0.19243
4.8245e-02 2.1344e+00 1.9486e+06 1.6895e+03 0.19246
4.8359e-02 2.1309e+00 1.9388e+06 1.6923e+03 0.19249
4.8472e-02 2.1273e+00 1.9291e+06 1.6951e+03 0.19252
4.8585e-02 2.1238e+00 1.9195e+06 1.6979e+03 0.19255
4.8697e-02 2.1203e+00 1.9101e+06 1.7007e+03 0.19258
4.8809e-02 2.1168e+00 1.9007e+06 1.7035e+03 0.19261
4.8920e-02 2.1134e+00 1.8915e+06 1.7063e+03 0.19264
4.9030e-02 2.1100e+00 1.8823e+06 1.7090e+03 0.19267
4.9140e-02 2.1066e+00 1.8733e+06 1.7118e+03 0.19270
4.9249e-02 2.1033e+00 1.8644e+06 1.7145e+03 0.19273
4.9358e-02 2.0999e+00 1.8555e+06 1.7172e+03 0.19276
4.9467e-02 2.0966e+00 1.8468e+06 1.7199e+03 0.19279
4.9575e-02 2.0933e+00 1.8381e+06 1.7226e+03 0.19283
4.9682e-02 2.0901e+00 1.8296e+06 1.7253e+03 0.19286
4.9789e-02 2.0868e+00 1.8211e+06 1.7280e+03 0.19289
4.9896e-02 2.0836e+00 1.8127e+06 1.7306e+03 0.19292
5.0003e-02 2.0804e+00 1.8044e+06 1.7333e+03 0.19295
5.0108e-02 2.0773e+00 1.7962e+06 1.7359e+03 0.19298
5.0214e-02 2.0741e+00 1.7880e+06 1.7386e+03 0.19301
5.0319e-02 2.0710e+00 1.7799e+06 1.7412e+03 0.19304
5.0424e-02 2.0679e+00 1.7719e+06 1.7438e+03 0.19307
5.0529e-02 2.0648e+00 1.7640e+06 1.7464e+03 0.19310
5.0633e-02 2.0617e+00 1.7561e+06 1.7490e+03 0.19313
5.0737e-02 2.0587e+00 1.7484e+06 1.7516e+03 0.19316
5.0841e-02 2.0557e+00 1.7406e+06 1.7542e+03 0.19319
5.0944e-02 2.0526e+00 1.7330e+06 1.7568e+03 0.19322
5.1047e-02 2.0496e+00 1.7254e+06 1.7594e+03 0.19326
5.1150e-02 2.0466e+00 1.7179e+06 1.7619e+03 0.19329
5.1253e-02 2.0437e+00 1.7104e+06 1.7645e+03 0.19332
5.1355e-02 2.0407e+00 1.7030e+06 1.7670e+03 0.19335
5.1457e-02 2.0378e+00 1.6956e+06 1.7696e+03 0.19338
5.1559e-02 2.0348e+00 1.6883e+06 1.7721e+03 0.19341
5.1661e-02 2.0319e+00 1.6811e+06 1.7747e+03 0.19344
5.1763e-02 2.0290e+00 1.6739e+06 1.7772e+03 0.19347
5.1865e-02 2.0261e+00 1.6667e+06 1.7798e+03 0.19350
5.1963e-02 2.0233e+00 1.6598e+06 1.7822e+03 0.19353
5.2062e-02 2.0205e+00 1.6530e+06 1.7847e+03 0.19356
5.2161e-02 2.0178e+00 1.6462e+06 1.7871e+03 0.19359
5.2259e-02 2.0150e+00 1.6394e+06 1.7896e+03 0.19362
5.2358e-02 2.0122e+00 1.6326e+06 1.7921e+03 0.19365
5.2457e-02 2.0094e+00 1.6259e+06 1.7946e+03 0.19368
5.2557e-02 2.0067e+00 1.6192e+06 1.7970e+03 0.19371
5.2656e-02 2.0039e+00 1.6125e+06 1.7995e+03 0.19375
5.2755e-02 2.0012e+00 1.6058e+06 1.8020e+03 0.19378
5.2855e-02 1.9984e+00 1.5992e+06 1.8045e+03 0.19381
5.2954e-02 1.9957e+00 1.5926e+06 1.8069e+03 0.19384
5.3054e-02 1.9929e+00 1.5861e+06 1.8094e+03 0.19387
5.3154e-02 1.9902e+00 1.5795e+06 1.8119e+03 0.19390
5.3254e-02 1.9874e+00 1.5730e+06 1.8144e+03 0.19393
5.3354e-02 1.9847e+00 1.5666e+06 1.8169e+03 0.19397
5.3454e-02 1.9820e+00 1.5601e+06 1.8194e+03 0.19400
5.3554e-02 1.9793e+00 1.5537e+06 1.8219e+03 0.19403
5.3655e-02 1.9765e+00 1.5473e+06 1.8244e+03 0.19406
5.3755e-02 1.9738e+00 1.5409e+06 1.8269e+03 0.19409
5.3856e-02 1.9711e+00 1.5346e+06 1.8294e+03 0.19413
5.3932e-02 1.9691e+00 1.5298e+06 1.8313e+03 0.19415
5.4007e-02 1.9671e+00 1.5252e+06 1.8332e+03 0.19418
5.4075e-02 1.9652e+00 1.5209e+06 1.8349e+03 0.19420
5.4143e-02 1.9634e+00 1.5167e+06 1.8366e+03 0.19422
5.4211e-02 1.9616e+00 1.5125e+06 1.8383e+03 0.19424
5.4279e-02 1.9598e+00 1.5083e+06 1.8400e+03 0.19426
5.4347e-02 1.9580e+00 1.5042e+06 1.8417e+03 0.19429
5.4415e-02 1.9562e+00 1.5000e+06 1.8434e+03 0.19431
5.4483e-02 1.9544e+00 1.4959e+06 1.8451e+03 0.19433
5.4551e-02 1.9526e+00 1.4917e+06 1.8468e+03 0.19435
5.4620e-02 1.9508e+00 1.4876e+06 1.8485e+03 0.19438
5.4688e-02 1.9490e+00 1.4835e+06 1.8502e+03 0.19440
5.4756e-02 1.9472e+00 1.4794e+06 1.8519e+03 0.19442
5.4825e-02 1.9454e+00 1.4754e+06 1.8536e+03 0.19444
5.4893e-02 1.9436e+00 1.4713e+06 1.8553e+03 0.19447
5.4961e-02 1.9418e+00 1.4672e+06 1.8570e+03 0.19449
5.5030e-02 1.9401e+00 1.4632e+06 1.8587e+03 0.19451
5.5098e-02 1.9383e+00 1.4592e+06 1.8604e+03 0.19454
5.5167e-02 1.9365e+00 1.4551e+06 1.8622e+03 0.19456
5.5235e-02 1.9347e+00 1.4511e+06 1.8639e+03 0.19458
5.5304e-02 1.9329e+00 1.4471e+06 1.8656e+03 0.19460
5.5373e-02 1.9312e+00 1.4432e+06 1.8673e+03 0.19463
5.5442e-02 1.9294e+00 1.4392e+06 1.8690e+03 0.19465
5.5510e-02 1.9276e+00 1.4352e+06 1.8707e+03 0.19467
5.5579e-02 1.9258e+00 1.4313e+06 1.8724e+03 0.19470
5.5648e-02 1.9241e+00 1.4274e+06 1.8742e+03 0.19472
5.5717e-02 1.9223e+00 1.4234e+06 1.8759e+03 0.19474
5.5786e-02 1.9206e+00 1.4195e+06 1.8776e+03 0.19477
5.5855e-02 1.9188e+00 1.4156e+06 1.8793e+03 0.19479
5.5924e-02 1.9170e+00 1.4117e+06 1.8811e+03 0.19481
5.5993e-02 1.9153e+00 1.4078e+06 1.8828e+03 0.19484
5.6063e-02 1.9135e+00 1.4040e+06 1.8845e+03 0.19486
5.6132e-02 1.9118e+00 1.4001e+06 1.8862e+03 0.19488
5.6201e-02 1.9100e+00 1.3963e+06 1.8880e+03 0.19491
5.6271e-02 1.9083e+00 1.3924e+06 1.8897e+03 0.19493
5.6340e-02 1.9065e+00 1.3886e+06 1.8914e+03 0.19495
5.6410e-02 1.9048e+00 1.3848e+06 1.8932e+03 0.19498
5.6480e-02 1.9030e+00 1.3810e+06 1.8949e+03 0.19500
5.6549e-02 1.9013e+00 1.3772e+06 1.8966e+03 0.19503
5.6619e-02 1.8995e+00 1.3734e+06 1.8984e+03 0.19505
5.6689e-02 1.8978e+00 1.3696e+06 1.9001e+03 0.19507
5.6759e-02 1.8960e+00 1.3658e+06 1.9019e+03 0.19510
5.6829e-02 1.8943e+00 1.3621e+06 1.9036e+03 0.19512
5.6899e-02 1.8926e+00 1.3583e+06 1.9054e+03 0.19515
5.6970e-02 1.8908e+00 1.3546e+06 1.9071e+03 0.19517
5.7040e-02 1.8891e+00 1.3509e+06 1.9089e+03 0.19520
5.7110e-02 1.8873e+00 1.3471e+06 1.9106e+03 0.19522
5.7181e-02 1.8856e+00 1.3434e+06 1.9124e+03 0.19525
5.7252e-02 1.8839e+00 1.3397e+06 1.9142e+03 0.19527
5.7323e-02 1.8821e+00 1.3360e+06 1.9159e+03 0.19530
5.7394e-02 1.8804e+00 1.3323e+06 1.9177e+03 0.19532
5.7465e-02 1.8786e+00 1.3286e+06 1.9195e+03 0.19535
5.7536e-02 1.8769e+00 1.3249e+06 1.9213e+03 0.19537
5.7607e-02 1.8752e+00 1.3212e+06 1.9230e+03 0.19540
5.7679e-02 1.8734e+00 1.3176e+06 1.9248e+03 0.19542
5.7751e-02 1.8717e+00 1.3139e+06 1.9266e+03 0.19545
5.7822e-02 1.8700e+00 1.3102e+06 1.9284e+03 0.19547
5.7895e-02 1.8682e+00 1.3066e+06 1.9302e+03 0.19550
5.7967e-02 1.8665e+00 1.3029e+06 1.9320e+03 0.19553
5.8039e-02 1.8647e+00 1.2993e+06 1.9338e+03 0.19555
5.8112e-02 1.8630e+00 1.2956e+06 1.9356e+03 0.19558
5.8185e-02 1.8612e+00 1.2920e+06 1.9375e+03 0.19560
5.8258e-02 1.8595e+00 1.2883e+06 1.9393e+03 0.19563
5.8332e-02 1.8577e+00 1.2847e+06 1.9411e+03 0.19566
5.8406e-02 1.8560e+00 1.2810e+06 1.9430e+03 0.19568
5.8480e-02 1.8542e+00 1.2774e+06 1.9448e+03 0.19571
5.8554e-02 1.8524e+00 1.2737e+06 1.9467e+03 0.19574
5.8629e-02 1.8506e+00 1.2701e+06 1.9485e+03 0.19576
5.8704e-02 1.8489e+00 1.2664e+06 1.9504e+03 0.19579
5.8780e-02 1.8471e+00 1.2627e+06 1.9523e+03 0.19582
5.8856e-02 1.8453e+00 1.2591e+06 1.9542e+03 0.19585
5.8933e-02 1.8435e+00 1.2554e+06 1.9561e+03 0.19588
5.9010e-02 1.8417e+00 1.2517e+06 1.9580e+03 0.19590
5.9088e-02 1.8398e+00 1.2480e+06 1.9600e+03 0.19593
5.9166e-02 1.8380e+00 1.2442e+06 1.9619e+03 0.19596
5.9245e-02 1.8362e+00 1.2405e+06 1.9639e+03 0.19599
5.9325e-02 1.8343e+00 1.2367e+06 1.9659e+03 0.19602
5.9405e-02 1.8324e+00 1.2329e+06 1.9679e+03 0.19605
5.9487e-02 1.8305e+00 1.2291e+06 1.9699e+03 0.19608
5.9569e-02 1.8286e+00 1.2253e+06 1.9720e+03 0.19611
5.9653e-02 1.8267e+00 1.2214e+06 1.9741e+03 0.19614
5.9738e-02 1.8247e+00 1.2175e+06 1.9762e+03 0.19617
5.9824e-02 1.8228e+00 1.2135e+06 1.9783e+03 0.19621
5.9911e-02 1.8208e+00 1.2095e+06 1.9805e+03 0.19624
6.0000e-02 1.8187e+00 1.2055e+06 1.9827e+03 0.19627
6.0091e-02 1.8166e+00 1.2013e+06 1.9850e+03 0.19631
6.0183e-02 1.8145e+00 1.1972e+06 1.9873e+03 0.19634
6.0278e-02 1.8124e+00 1.1929e+06 1.9897e+03 0.19638
6.0375e-02 1.8102e+00 1.1886e+06 1.9921e+03 0.19642
6.0475e-02 1.8079e+00 1.1841e+06 1.9946e+03 0.19645
6.0577e-02 1.8056e+00 1.1796e+06 1.9972e+03 0.19649
6.0684e-02 1.8032e+00 1.1749e+06 1.9998e+03 0.19653
6.0794e-02 1.8007e+00 1.1700e+06 2.0025e+03 0.19658
6.0908e-02 1.7982e+00 1.1651e+06 2.0054e+03 0.19662
6.1028e-02 1.7955e+00 1.1599e+06 2.0084e+03 0.19667
6.1153e-02 1.7927e+00 1.1545e+06 2.0115e+03 0.19672
6.1285e-02 1.7898e+00 1.1488e+06 2.0148e+03 0.19677
6.1417e-02 1.7868e+00 1.1432e+06 2.0181e+03 0.19682
6.1542e-02 1.7841e+00 1.1379e+06 2.0212e+03 0.19687
6.1660e-02 1.7815e+00 1.1330e+06 2.0242e+03 0.19692
6.1774e-02 1.7790e+00 1.1282e+06 2.0270e+03 0.19696
6.1883e-02 1.7766e+00 1.1237e+06 2.0297e+03 0.19700
6.1989e-02 1.7743e+00 1.1193e+06 2.0324e+03 0.19705
6.2092e-02 1.7721e+00 1.1151e+06 2.0349e+03 0.19709
6.2193e-02 1.7699e+00 1.1109e+06 2.0374e+03 0.19713
6.2291e-02 1.7677e+00 1.1069e+06 2.0399e+03 0.19717
6.2388e-02 1.7657e+00 1.1030e+06 2.0423e+03 0.19721
6.2483e-02 1.7636e+00 1.0992e+06 2.0447e+03 0.19725
6.2577e-02 1.7616e+00 1.0954e+06 2.0471e+03 0.19728
6.2671e-02 1.7596e+00 1.0916e+06 2.0494e+03 0.19732
6.2764e-02 1.7576e+00 1.0880e+06 2.0517e+03 0.19736
6.2856e-02 1.7556e+00 1.0843e+06 2.0540e+03 0.19740
6.2948e-02 1.7537e+00 1.0807e+06 2.0563e+03 0.19743
6.3040e-02 1.7517e+00 1.0770e+06 2.0586e+03 0.19747
6.3133e-02 1.7497e+00 1.0734e+06 2.0609e+03 0.19751
6.3225e-02 1.7478e+00 1.0698e+06 2.0632e+03 0.19755
6.3319e-02 1.7458e+00 1.0662e+06 2.0655e+03 0.19759
6.3413e-02 1.7438e+00 1.0626e+06 2.0679e+03 0.19763
6.3507e-02 1.7418e+00 1.0590e+06 2.0703e+03 0.19767
6.3604e-02 1.7398e+00 1.0553e+06 2.0727e+03 0.19771
6.3701e-02 1.7378e+00 1.0516e+06 2.0751e+03 0.19775
6.3800e-02 1.7357e+00 1.0478e+06 2.0776e+03 0.19779
6.3902e-02 1.7336e+00 1.0440e+06 2.0801e+03 0.19783
6.4005e-02 1.7314e+00 1.0401e+06 2.0827e+03 0.19788
6.4111e-02 1.7293e+00 1.0362e+06 2.0853e+03 0.19792
6.4220e-02 1.7270e+00 1.0321e+06 2.0880e+03 0.19797
6.4332e-02 1.7247e+00 1.0280e+06 2.0908e+03 0.19801
6.4448e-02 1.7223e+00 1.0237e+06 2.0937e+03 0.19806
6.4569e-02 1.7198e+00 1.0193e+06 2.0967e+03 0.19812
6.4694e-02 1.7173e+00 1.0148e+06 2.0999e+03 0.19817
6.4825e-02 1.7146e+00 1.0101e+06 2.1031e+03 0.19823
6.4962e-02 1.7118e+00 1.0052e+06 2.1066e+03 0.19829
6.5102e-02 1.7090e+00 1.0002e+06 2.1100e+03 0.19835
6.5243e-02 1.7061e+00 9.9518e+05 2.1136e+03 0.19841
6.5387e-02 1.7032e+00 9.9014e+05 2.1172e+03 0.19847
6.5514e-02 1.7007e+00 9.8571e+05 2.1203e+03 0.19853
6.5641e-02 1.6982e+00 9.8131e+05 2.1235e+03 0.19859
6.5767e-02 1.6956e+00 9.7694e+05 2.1266e+03 0.19864
6.5895e-02 1.6931e+00 9.7257e+05 2.1298e+03 0.19870
6.6023e-02 1.6906e+00 9.6821e+05 2.1330e+03 0.19876
6.6151e-02 1.6880e+00 9.6386e+05 2.1362e+03 0.19882
6.6280e-02 1.6855e+00 9.5953e+05 2.1394e+03 0.19887
6.6409e-02 1.6830e+00 9.5520e+05 2.1427e+03 0.19893
6.6539e-02 1.6804e+00 9.5089e+05 2.1459e+03 0.19899
6.6669e-02 1.6779e+00 9.4658e+05 2.1491e+03 0.19905
6.6800e-02 1.6754e+00 9.4228e+05 2.1524e+03 0.19911
6.6931e-02 1.6728e+00 9.3800e+05 2.1557e+03 0.19917
6.7063e-02 1.6703e+00 9.3372e+05 2.1590e+03 0.19923
6.7195e-02 1.6677e+00 9.2945e+05 2.1623e+03 0.19929
6.7328e-02 1.6652e+00 9.2519e+05 2.1656e+03 0.19936
6.7461e-02 1.6626e+00 9.2095e+05 2.1689e+03 0.19942
6.7595e-02 1.6601e+00 9.1671e+05 2.1722e+03 0.19948
6.7729e-02 1.6575e+00 9.1248e+05 2.1756e+03 0.19955
6.7864e-02 1.6549e+00 9.0826e+05 2.1790e+03 0.19961
6.7999e-02 1.6524e+00 9.0405e+05 2.1823e+03 0.19967
6.8135e-02 1.6498e+00 8.9985e+05 2.1857e+03 0.19974
6.8271e-02 1.6473e+00 8.9566e+05 2.1891e+03 0.19981
6.8408e-02 1.6447e+00 8.9147e+05 2.1925e+03 0.19987
6.8546e-02 1.6421e+00 8.8730e+05 2.1960e+03 0.19994
6.8684e-02 1.6395e+00 8.8314e+05 2.1994e+03 0.20001
6.8823e-02 1.6370e+00 8.7898e+05 2.2029e+03 0.20007
6.8962e-02 1.6344e+00 8.7484e+05 2.2064e+03 0.20014
6.9102e-02 1.6318e+00 8.7070e+05 2.2098e+03 0.20021
6.9242e-02 1.6292e+00 8.6658e+05 2.2133e+03 0.20028
6.9383e-02 1.6266e+00 8.6246e+05 2.2169e+03 0.20035
6.9525e-02 1.6241e+00 8.5835e+05 2.2204e+03 0.20042
6.9667e-02 1.6215e+00 8.5425e+05 2.2239e+03 0.20050
6.9809e-02 1.6189e+00 8.5016e+05 2.2275e+03 0.20057
6.9953e-02 1.6163e+00 8.4608e+05 2.2311e+03 0.20064
7.0097e-02 1.6137e+00 8.4201e+05 2.2347e+03 0.20071
7.0241e-02 1.6111e+00 8.3795e+05 2.2383e+03 0.20079
7.0386e-02 1.6085e+00 8.3389e+05 2.2419e+03 0.20086
7.0496e-02 1.6065e+00 8.3084e+05 2.2446e+03 0.20092
7.0605e-02 1.6046e+00 8.2783e+05 2.2474e+03 0.20098
7.0714e-02 1.6026e+00 8.2483e+05 2.2501e+03 0.20103
7.0823e-02 1.6007e+00 8.2185e+05 2.2528e+03 0.20109
7.0932e-02 1.5988e+00 8.1887e+05 2.2555e+03 0.20115
7.1030e-02 1.5970e+00 8.1623e+05 2.2579e+03 0.20120
7.1127e-02 1.5953e+00 8.1361e+05 2.2604e+03 0.20125
7.1224e-02 1.5936e+00 8.1101e+05 2.2628e+03 0.20130
7.1321e-02 1.5919e+00 8.0840e+05 2.2652e+03 0.20135
7.1418e-02 1.5902e+00 8.0581e+05 2.2676e+03 0.20141
7.1516e-02 1.5885e+00 8.0322e+05 2.2701e+03 0.20146
7.1613e-02 1.5868e+00 8.0064e+05 2.2725e+03 0.20151
7.1711e-02 1.5851e+00 7.9806e+05 2.2750e+03 0.20156
7.1809e-02 1.5834e+00 7.9549e+05 2.2774e+03 0.20162
7.1908e-02 1.5817e+00 7.9292e+05 2.2799e+03 0.20167
7.2006e-02 1.5800e+00 7.9037e+05 2.2823e+03 0.20172
7.2105e-02 1.5783e+00 7.8781e+05 2.2848e+03 0.20178
7.2204e-02 1.5766e+00 7.8527e+05 2.2872e+03 0.20183
7.2303e-02 1.5749e+00 7.8273e+05 2.2897e+03 0.20189
7.2402e-02 1.5732e+00 7.8019e+05 2.2922e+03 0.20194
7.2502e-02 1.5715e+00 7.7767e+05 2.2947e+03 0.20200
7.2601e-02 1.5698e+00 7.7514e+05 2.2972e+03 0.20205
7.2701e-02 1.5681e+00 7.7263e+05 2.2996e+03 0.20211
7.2801e-02 1.5664e+00 7.7012e+05 2.3021e+03 0.20216
7.2901e-02 1.5647e+00 7.6761e+05 2.3046e+03 0.20222
7.3002e-02 1.5630e+00 7.6512e+05 2.3071e+03 0.20228
7.3102e-02 1.5613e+00 7.6262e+05 2.3097e+03 0.20233
7.3203e-02 1.5596e+00 7.6014e+05 2.3122e+03 0.20239
7.3304e-02 1.5579e+00 7.5765e+05 2.3147e+03 0.20245
7.3406e-02 1.5562e+00 7.5518e+05 2.3172e+03 0.20251
7.3507e-02 1.5545e+00 7.5271e+05 2.3198e+03 0.20256
7.3609e-02 1.5528e+00 7.5024e+05 2.3223e+03 0.20262
7.3711e-02 1.5511e+00 7.4778e+05 2.3248e+03 0.20268
7.3813e-02 1.5494e+00 7.4533e+05 2.3274e+03 0.20274
7.3915e-02 1.5477e+00 7.4288e+05 2.3299e+03 0.20280
7.4018e-02 1.5460e+00 7.4043e+05 2.3325e+03 0.20286
7.4121e-02 1.5443e+00 7.3799e+05 2.3351e+03 0.20292
7.4224e-02 1.5426e+00 7.3555e+05 2.3376e+03 0.20298
7.4328e-02 1.5409e+00 7.3312e+05 2.3402e+03 0.20304
7.4431e-02 1.5392e+00 7.3070e+05 2.3428e+03 0.20310
7.4535e-02 1.5375e+00 7.2827e+05 2.3454e+03 0.20316
7.4640e-02 1.5358e+00 7.2586e+05 2.3480e+03 0.20322
7.4744e-02 1.5341e+00 7.2344e+05 2.3506e+03 0.20329
7.4849e-02 1.5324e+00 7.2103e+05 2.3532e+03 0.20335
7.4954e-02 1.5307e+00 7.1862e+05 2.3559e+03 0.20341
7.5060e-02 1.5290e+00 7.1622e+05 2.3585e+03 0.20348
7.5166e-02 1.5272e+00 7.1382e+05 2.3611e+03 0.20354
7.5272e-02 1.5255e+00 7.1142e+05 2.3638e+03 0.20360
7.5379e-02 1.5238e+00 7.0902e+05 2.3665e+03 0.20367
7.5486e-02 1.5221e+00 7.0663e+05 2.3691e+03 0.20373
7.5593e-02 1.5204e+00 7.0423e+05 2.3718e+03 0.20380
7.5701e-02 1.5187e+00 7.0184e+05 2.3745e+03 0.20386
7.5809e-02 1.5169e+00 6.9945e+05 2.3772e+03 0.20393
7.5918e-02 1.5152e+00 6.9706e+05 2.3799e+03 0.20400
7.6027e-02 1.5135e+00 6.9467e+05 2.3826e+03 0.20406
7.6137e-02 1.5117e+00 6.9229e+05 2.3854e+03 0.20413
7.6247e-02 1.5100e+00 6.8990e+05 2.3881e+03 0.20420
7.6358e-02 1.5082e+00 6.8751e+05 2.3909e+03 0.20427
7.6469e-02 1.5065e+00 6.8512e+05 2.3937e+03 0.20434
7.6581e-02 1.5047e+00 6.8272e+05 2.3965e+03 0.20441
7.6694e-02 1.5030e+00 6.8033e+05 2.3993e+03 0.20448
7.6807e-02 1.5012e+00 6.7793e+05 2.4021e+03 0.20455
7.6921e-02 1.4994e+00 6.7553e+05 2.4049e+03 0.20462
7.7036e-02 1.4977e+00 6.7312e+05 2.4078e+03 0.20469
7.7151e-02 1.4959e+00 6.7071e+05 2.4107e+03 0.20477
7.7268e-02 1.4941e+00 6.6828e+05 2.4136e+03 0.20484
7.7385e-02 1.4922e+00 6.6585e+05 2.4165e+03 0.20492
7.7504e-02 1.4904e+00 6.6342e+05 2.4195e+03 0.20499
7.7623e-02 1.4886e+00 6.6097e+05 2.4225e+03 0.20507
7.7744e-02 1.4867e+00 6.5852e+05 2.4255e+03 0.20514
7.7865e-02 1.4849e+00 6.5605e+05 2.4285e+03 0.20522
7.7988e-02 1.4830e+00 6.5358e+05 2.4316e+03 0.20530
7.8112e-02 1.4811e+00 6.5109e+05 2.4347e+03 0.20538
7.8238e-02 1.4792e+00 6.4858e+05 2.4378e+03 0.20546
7.8364e-02 1.4773e+00 6.4607e+05 2.4409e+03 0.20555
7.8493e-02 1.4754e+00 6.4353e+05 2.4441e+03 0.20563
7.8622e-02 1.4734e+00 6.4098e+05 2.4474e+03 0.20571
7.8754e-02 1.4715e+00 6.3841e+05 2.4507e+03 0.20580
7.8887e-02 1.4695e+00 6.3582e+05 2.4540e+03 0.20589
7.9022e-02 1.4674e+00 6.3320e+05 2.4574e+03 0.20598
7.9160e-02 1.4654e+00 6.3056e+05 2.4608e+03 0.20607
7.9299e-02 1.4633e+00 6.2789e+05 2.4643e+03 0.20616
7.9441e-02 1.4612e+00 6.2520e+05 2.4678e+03 0.20625
7.9585e-02 1.4591e+00 6.2247e+05 2.4714e+03 0.20635
7.9732e-02 1.4569e+00 6.1970e+05 2.4751e+03 0.20645
7.9882e-02 1.4547e+00 6.1690e+05 2.4788e+03 0.20655
8.0035e-02 1.4525e+00 6.1406e+05 2.4826e+03 0.20665
8.0192e-02 1.4502e+00 6.1117e+05 2.4865e+03 0.20676
8.0352e-02 1.4479e+00 6.0824e+05 2.4905e+03 0.20686
8.0516e-02 1.4455e+00 6.0525e+05 2.4946e+03 0.20698
8.0684e-02 1.4431e+00 6.0221e+05 2.4988e+03 0.20709
8.0856e-02 1.4406e+00 5.9911e+05 2.5031e+03 0.20721
8.1029e-02 1.4381e+00 5.9603e+05 2.5074e+03 0.20733
8.1201e-02 1.4357e+00 5.9297e+05 2.5117e+03 0.20745
8.1315e-02 1.4341e+00 5.9097e+05 2.5146e+03 0.20752
8.1427e-02 1.4325e+00 5.8899e+05 2.5174e+03 0.20760
8.1540e-02 1.4309e+00 5.8702e+05 2.5202e+03 0.20768
8.1655e-02 1.4292e+00 5.8503e+05 2.5230e+03 0.20776
8.1770e-02 1.4276e+00 5.8303e+05 2.5259e+03 0.20784
8.1887e-02 1.4260e+00 5.8101e+05 2.5288e+03 0.20792
8.2006e-02 1.4243e+00 5.7898e+05 2.5318e+03 0.20801
8.2126e-02 1.4226e+00 5.7692e+05 2.5348e+03 0.20809
8.2248e-02 1.4209e+00 5.7485e+05 2.5378e+03 0.20818
8.2372e-02 1.4192e+00 5.7275e+05 2.5409e+03 0.20826
8.2498e-02 1.4174e+00 5.7063e+05 2.5441e+03 0.20835
8.2626e-02 1.4156e+00 5.6848e+05 2.5473e+03 0.20844
8.2757e-02 1.4138e+00 5.6631e+05 2.5505e+03 0.20854
8.2891e-02 1.4120e+00 5.6409e+05 2.5539e+03 0.20863
8.3027e-02 1.4101e+00 5.6184e+05 2.5573e+03 0.20873
8.3167e-02 1.4082e+00 5.5955e+05 2.5608e+03 0.20883
8.3310e-02 1.4062e+00 5.5721e+05 2.5643e+03 0.20893
8.3457e-02 1.4042e+00 5.5483e+05 2.5680e+03 0.20904
8.3608e-02 1.4022e+00 5.5239e+05 2.5718e+03 0.20915
8.3764e-02 1.4000e+00 5.4989e+05 2.5757e+03 0.20926
8.3926e-02 1.3979e+00 5.4732e+05 2.5797e+03 0.20938
8.4092e-02 1.3956e+00 5.4468e+05 2.5839e+03 0.20950
8.4265e-02 1.3933e+00 5.4196e+05 2.5882e+03 0.20963
8.4445e-02 1.3909e+00 5.3916e+05 2.5927e+03 0.20976
8.4632e-02 1.3884e+00 5.3626e+05 2.5973e+03 0.20990
8.4827e-02 1.3858e+00 5.3325e+05 2.6022e+03 0.21004
8.5026e-02 1.3831e+00 5.3021e+05 2.6072e+03 0.21019
8.5190e-02 1.3810e+00 5.2773e+05 2.6112e+03 0.21031
8.5357e-02 1.3788e+00 5.2520e+05 2.6154e+03 0.21044
8.5525e-02 1.3766e+00 5.2268e+05 2.6196e+03 0.21057
8.5696e-02 1.3743e+00 5.2015e+05 2.6239e+03 0.21069
8.5869e-02 1.3721e+00 5.1758e+05 2.6282e+03 0.21083
8.6045e-02 1.3698e+00 5.1499e+05 2.6326e+03 0.21096
8.6225e-02 1.3674e+00 5.1238e+05 2.6371e+03 0.21110
8.6407e-02 1.3651e+00 5.0973e+05 2.6416e+03 0.21124
8.6593e-02 1.3627e+00 5.0705e+05 2.6463e+03 0.21138
