# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le[erg/s], Lebar[erg/s], Te[MeV], Tebar[Mev]
# Nr: 138193
5.120000e-01 2.589888e+00 8.465956e+05 5.528915e+03 4.980000e-01  6.9301e+52  6.6388e+52  3.9601e+00  5.0927e+00
5.140000e-01 2.590303e+00 8.470557e+05 5.527525e+03 4.980000e-01  7.0627e+52  6.8580e+52  4.0534e+00  5.1563e+00
5.160000e-01 2.590713e+00 8.475090e+05 5.526135e+03 4.980000e-01  6.8634e+52  6.7438e+52  4.0679e+00  5.0724e+00
5.180000e-01 2.591115e+00 8.479552e+05 5.524746e+03 4.980000e-01  6.5826e+52  6.4572e+52  4.0467e+00  5.0691e+00
5.200000e-01 2.591511e+00 8.483938e+05 5.523358e+03 4.980000e-01  6.3646e+52  6.1009e+52  4.0000e+00  5.0664e+00
5.220000e-01 2.591899e+00 8.488245e+05 5.521970e+03 4.980000e-01  6.2067e+52  5.9115e+52  3.9266e+00  5.0173e+00
5.240000e-01 2.592281e+00 8.492479e+05 5.520582e+03 4.980000e-01  6.5694e+52  6.2420e+52  3.9412e+00  5.0594e+00
5.260000e-01 2.592655e+00 8.496622e+05 5.519194e+03 4.980000e-01  7.3164e+52  6.9425e+52  4.0044e+00  5.1256e+00
5.280000e-01 2.593011e+00 8.500573e+05 5.517805e+03 4.980000e-01  7.5813e+52  7.1804e+52  4.1006e+00  5.1563e+00
5.300000e-01 2.593346e+00 8.504281e+05 5.516417e+03 4.980000e-01  7.6105e+52  7.4055e+52  4.1355e+00  5.1752e+00
5.320000e-01 2.593658e+00 8.507743e+05 5.515027e+03 4.980000e-01  7.2303e+52  7.2361e+52  4.1266e+00  5.1576e+00
5.340000e-01 2.593951e+00 8.510999e+05 5.513638e+03 4.980000e-01  6.8176e+52  6.9828e+52  4.0756e+00  5.0900e+00
5.360000e-01 2.594228e+00 8.514063e+05 5.512247e+03 4.980000e-01  6.4788e+52  6.7464e+52  4.0514e+00  5.0816e+00
5.380000e-01 2.594487e+00 8.516940e+05 5.510855e+03 4.980000e-01  6.8616e+52  6.7394e+52  4.0640e+00  5.1262e+00
5.400000e-01 2.594730e+00 8.519634e+05 5.509462e+03 4.980000e-01  7.1056e+52  6.8349e+52  4.0956e+00  5.1663e+00
5.420000e-01 2.594957e+00 8.522147e+05 5.508068e+03 4.980000e-01  7.0528e+52  7.0857e+52  4.1329e+00  5.1815e+00
5.440000e-01 2.595167e+00 8.524482e+05 5.506672e+03 4.980000e-01  7.1858e+52  7.2230e+52  4.1563e+00  5.1817e+00
5.460000e-01 2.595364e+00 8.526670e+05 5.505274e+03 4.980000e-01  7.2487e+52  7.1121e+52  4.1880e+00  5.2427e+00
5.480000e-01 2.595551e+00 8.528741e+05 5.503874e+03 4.980000e-01  7.2961e+52  6.9310e+52  4.1782e+00  5.2756e+00
5.500000e-01 2.595727e+00 8.530691e+05 5.502471e+03 4.980000e-01  6.9448e+52  6.5975e+52  4.2077e+00  5.2517e+00
5.520000e-01 2.595890e+00 8.532496e+05 5.501065e+03 4.980000e-01  6.8751e+52  6.6813e+52  4.1731e+00  5.2170e+00
5.540000e-01 2.596038e+00 8.534138e+05 5.499656e+03 4.980000e-01  7.3087e+52  7.1525e+52  4.2007e+00  5.2245e+00
5.560000e-01 2.596172e+00 8.535624e+05 5.498243e+03 4.980000e-01  7.5361e+52  7.1534e+52  4.2014e+00  5.2396e+00
5.580000e-01 2.596292e+00 8.536959e+05 5.496827e+03 4.980000e-01  7.7144e+52  6.9632e+52  4.2322e+00  5.2650e+00
5.600000e-01 2.596400e+00 8.538152e+05 5.495407e+03 4.980000e-01  7.5671e+52  6.7864e+52  4.2240e+00  5.2487e+00
5.620000e-01 2.596495e+00 8.539211e+05 5.493984e+03 4.980000e-01  6.9264e+52  6.6476e+52  4.2102e+00  5.2240e+00
5.640000e-01 2.596579e+00 8.540143e+05 5.492556e+03 4.980000e-01  6.8754e+52  6.5547e+52  4.2462e+00  5.2303e+00
5.660000e-01 2.596652e+00 8.540959e+05 5.491124e+03 4.980000e-01  6.9762e+52  6.5825e+52  4.2622e+00  5.2403e+00
5.680000e-01 2.596716e+00 8.541673e+05 5.489687e+03 4.980000e-01  7.0768e+52  6.9348e+52  4.2630e+00  5.2514e+00
5.700000e-01 2.596773e+00 8.542305e+05 5.488246e+03 4.980000e-01  7.2601e+52  6.9850e+52  4.2871e+00  5.2822e+00
5.720000e-01 2.596824e+00 8.542877e+05 5.486801e+03 4.980000e-01  7.4142e+52  7.2434e+52  4.3341e+00  5.3454e+00
5.740000e-01 2.596882e+00 8.543528e+05 5.485351e+03 4.980000e-01  7.7329e+52  7.4108e+52  4.3848e+00  5.3581e+00
5.760000e-01 2.596942e+00 8.544198e+05 5.483896e+03 4.980000e-01  7.7694e+52  7.3159e+52  4.4099e+00  5.3848e+00
5.780000e-01 2.597002e+00 8.544880e+05 5.482436e+03 4.980000e-01  7.6026e+52  7.5526e+52  4.3611e+00  5.3483e+00
5.800000e-01 2.597065e+00 8.545581e+05 5.480972e+03 4.980000e-01  7.8454e+52  7.4199e+52  4.4076e+00  5.3615e+00
5.820000e-01 2.597129e+00 8.546309e+05 5.479502e+03 4.980000e-01  7.5072e+52  7.1945e+52  4.4071e+00  5.3727e+00
5.840000e-01 2.597197e+00 8.547070e+05 5.478028e+03 4.980000e-01  7.3048e+52  7.0333e+52  4.3539e+00  5.3407e+00
5.860000e-01 2.597268e+00 8.547869e+05 5.476549e+03 4.980000e-01  7.1798e+52  6.7942e+52  4.2883e+00  5.3193e+00
5.880000e-01 2.597343e+00 8.548712e+05 5.475065e+03 4.980000e-01  7.7481e+52  7.3580e+52  4.2705e+00  5.3172e+00
5.900000e-01 2.597423e+00 8.549600e+05 5.473577e+03 4.980000e-01  7.7926e+52  7.1524e+52  4.3131e+00  5.3558e+00
5.920000e-01 2.597506e+00 8.550536e+05 5.472083e+03 4.980000e-01  7.5968e+52  7.2000e+52  4.3188e+00  5.3260e+00
5.940000e-01 2.597594e+00 8.551521e+05 5.470585e+03 4.980000e-01  7.5898e+52  7.2735e+52  4.3800e+00  5.3459e+00
5.960000e-01 2.597687e+00 8.552555e+05 5.469083e+03 4.980000e-01  7.0890e+52  6.8317e+52  4.4242e+00  5.4005e+00
5.980000e-01 2.597784e+00 8.553639e+05 5.467576e+03 4.980000e-01  6.9329e+52  6.8473e+52  4.4723e+00  5.4124e+00
6.000000e-01 2.597886e+00 8.554776e+05 5.466065e+03 4.980000e-01  7.4928e+52  6.9239e+52  4.4474e+00  5.4279e+00
6.020000e-01 2.597993e+00 8.555966e+05 5.464549e+03 4.980000e-01  7.2602e+52  6.8823e+52  4.4548e+00  5.3840e+00
6.040000e-01 2.598104e+00 8.557210e+05 5.463030e+03 4.980000e-01  7.5227e+52  7.1083e+52  4.4075e+00  5.3792e+00
6.060000e-01 2.598220e+00 8.558504e+05 5.461506e+03 4.980000e-01  7.8384e+52  7.3310e+52  4.4202e+00  5.3984e+00
6.080000e-01 2.598340e+00 8.559845e+05 5.459978e+03 4.980000e-01  7.7094e+52  7.0835e+52  4.4040e+00  5.3794e+00
6.100000e-01 2.598465e+00 8.561229e+05 5.458447e+03 4.980000e-01  7.9524e+52  7.4828e+52  4.4526e+00  5.4471e+00
6.120000e-01 2.598592e+00 8.562649e+05 5.456911e+03 4.980000e-01  6.7533e+52  6.3068e+52  4.3714e+00  5.4146e+00
6.140000e-01 2.598722e+00 8.564098e+05 5.455372e+03 4.980000e-01  6.9570e+52  6.6670e+52  4.3779e+00  5.3998e+00
6.160000e-01 2.598854e+00 8.565567e+05 5.453829e+03 4.980000e-01  6.8854e+52  6.6425e+52  4.3435e+00  5.3384e+00
6.180000e-01 2.598987e+00 8.567045e+05 5.452282e+03 4.980000e-01  6.2934e+52  6.2839e+52  4.2868e+00  5.2748e+00
6.200000e-01 2.599119e+00 8.568519e+05 5.450731e+03 4.980000e-01  6.4864e+52  6.2411e+52  4.2714e+00  5.3032e+00
6.220000e-01 2.599250e+00 8.569977e+05 5.449176e+03 4.980000e-01  6.9685e+52  6.5966e+52  4.3229e+00  5.3517e+00
6.240000e-01 2.599378e+00 8.571407e+05 5.447618e+03 4.980000e-01  7.3479e+52  6.6633e+52  4.3922e+00  5.4292e+00
6.260000e-01 2.599503e+00 8.572796e+05 5.446056e+03 4.980000e-01  8.5143e+52  7.7156e+52  4.5999e+00  5.5067e+00
6.280000e-01 2.599623e+00 8.574133e+05 5.444490e+03 4.980000e-01  8.4610e+52  7.8267e+52  4.6232e+00  5.4762e+00
6.300000e-01 2.599738e+00 8.575406e+05 5.442919e+03 4.980000e-01  7.5381e+52  7.0659e+52  4.5765e+00  5.4767e+00
6.320000e-01 2.599846e+00 8.576607e+05 5.441345e+03 4.980000e-01  7.2640e+52  7.1943e+52  4.4809e+00  5.4383e+00
6.340000e-01 2.599947e+00 8.577730e+05 5.439766e+03 4.980000e-01  6.8665e+52  7.0495e+52  4.4352e+00  5.3783e+00
6.360000e-01 2.600040e+00 8.578772e+05 5.438183e+03 4.980000e-01  7.5841e+52  7.4933e+52  4.3650e+00  5.3902e+00
6.380000e-01 2.600127e+00 8.579735e+05 5.436596e+03 4.980000e-01  6.7799e+52  6.1336e+52  4.2604e+00  5.3422e+00
6.400000e-01 2.600207e+00 8.580623e+05 5.435004e+03 4.980000e-01  7.1467e+52  6.8318e+52  4.3358e+00  5.4064e+00
6.420000e-01 2.600281e+00 8.581443e+05 5.433407e+03 4.980000e-01  7.6096e+52  7.5014e+52  4.3619e+00  5.4130e+00
6.440000e-01 2.600350e+00 8.582210e+05 5.431806e+03 4.980000e-01  7.9109e+52  7.4427e+52  4.4158e+00  5.4031e+00
6.460000e-01 2.600416e+00 8.582942e+05 5.430200e+03 4.980000e-01  7.1881e+52  6.3691e+52  4.3356e+00  5.3995e+00
6.480000e-01 2.600481e+00 8.583664e+05 5.428588e+03 4.980000e-01  7.2421e+52  7.3427e+52  4.3410e+00  5.2974e+00
6.500000e-01 2.600548e+00 8.584408e+05 5.426972e+03 4.980000e-01  6.5372e+52  6.5685e+52  4.3575e+00  5.2839e+00
6.520000e-01 2.600620e+00 8.585211e+05 5.425352e+03 4.980000e-01  6.4413e+52  6.6952e+52  4.1948e+00  5.1978e+00
6.540000e-01 2.600702e+00 8.586116e+05 5.423726e+03 4.980000e-01  7.5041e+52  7.1280e+52  4.1463e+00  5.2552e+00
6.560000e-01 2.600797e+00 8.587170e+05 5.422096e+03 4.980000e-01  7.7013e+52  7.1078e+52  4.3182e+00  5.4471e+00
6.580000e-01 2.600909e+00 8.588422e+05 5.420462e+03 4.980000e-01  6.7017e+52  6.7935e+52  4.3435e+00  5.3440e+00
6.600000e-01 2.601044e+00 8.589920e+05 5.418823e+03 4.980000e-01  6.2053e+52  6.0408e+52  4.1307e+00  5.2099e+00
6.620000e-01 2.601207e+00 8.591725e+05 5.417182e+03 4.980000e-01  6.9007e+52  6.8911e+52  4.4272e+00  5.4880e+00
6.640000e-01 2.601403e+00 8.593906e+05 5.415537e+03 4.980000e-01  8.4395e+52  8.0125e+52  4.3482e+00  5.6454e+00
6.660000e-01 2.601639e+00 8.596531e+05 5.413889e+03 4.980000e-01  8.4863e+52  7.5866e+52  4.3165e+00  5.4640e+00
6.680000e-01 2.601920e+00 8.599665e+05 5.412240e+03 4.980000e-01  7.0930e+52  6.7745e+52  4.0759e+00  5.2680e+00
6.700000e-01 2.602253e+00 8.603370e+05 5.410590e+03 4.980000e-01  7.1285e+52  7.4066e+52  4.2849e+00  5.4103e+00
6.720000e-01 2.602643e+00 8.607702e+05 5.408940e+03 4.980000e-01  7.5323e+52  8.6639e+52  4.4403e+00  5.6363e+00
6.740000e-01 2.603092e+00 8.612708e+05 5.407290e+03 4.980000e-01  7.6077e+52  7.6776e+52  4.2031e+00  5.3111e+00
6.760000e-01 2.603606e+00 8.618432e+05 5.405643e+03 4.980000e-01  7.2077e+52  6.9134e+52  4.2745e+00  5.3666e+00
6.780000e-01 2.604188e+00 8.624913e+05 5.403998e+03 4.980000e-01  6.2765e+52  6.2825e+52  4.3058e+00  5.3769e+00
6.800000e-01 2.604844e+00 8.632216e+05 5.402358e+03 4.980000e-01  7.2197e+52  6.8594e+52  4.1908e+00  5.2065e+00
6.820000e-01 2.605578e+00 8.640390e+05 5.400723e+03 4.980000e-01  7.5082e+52  7.7473e+52  4.2320e+00  5.4299e+00
6.840000e-01 2.606389e+00 8.649424e+05 5.399095e+03 4.980000e-01  7.3265e+52  7.7982e+52  4.2842e+00  5.4114e+00
6.860000e-01 2.607273e+00 8.659286e+05 5.397475e+03 4.980000e-01  7.1581e+52  7.0418e+52  4.1305e+00  5.2787e+00
6.880000e-01 2.608229e+00 8.669935e+05 5.395864e+03 4.980000e-01  5.9284e+52  5.6677e+52  4.2696e+00  5.3513e+00
6.900000e-01 2.609250e+00 8.681322e+05 5.394264e+03 4.980000e-01  6.7474e+52  6.8326e+52  4.0856e+00  5.2337e+00
6.920000e-01 2.610332e+00 8.693390e+05 5.392675e+03 4.980000e-01  7.9802e+52  6.4911e+52  4.0321e+00  5.2936e+00
6.940000e-01 2.611469e+00 8.706073e+05 5.391099e+03 4.980000e-01  6.1808e+52  6.1831e+52  3.9795e+00  5.1279e+00
6.960000e-01 2.612654e+00 8.719296e+05 5.389537e+03 4.980000e-01  5.9433e+52  6.5315e+52  4.1360e+00  5.3362e+00
6.980000e-01 2.613885e+00 8.733038e+05 5.387988e+03 4.980000e-01  6.5038e+52  5.9605e+52  4.2633e+00  5.4128e+00
7.000000e-01 2.615194e+00 8.747650e+05 5.386455e+03 4.980000e-01  8.5082e+52  7.1407e+52  4.4988e+00  5.5664e+00
7.020000e-01 2.616573e+00 8.763051e+05 5.384939e+03 4.980000e-01  5.9435e+52  5.3846e+52  4.3571e+00  5.4997e+00
7.040000e-01 2.617963e+00 8.778581e+05 5.383439e+03 4.980000e-01  6.3677e+52  6.2080e+52  4.3871e+00  5.4180e+00
7.060000e-01 2.619342e+00 8.793989e+05 5.381956e+03 4.980000e-01  6.4380e+52  6.2370e+52  4.0873e+00  5.2928e+00
7.080000e-01 2.620702e+00 8.809187e+05 5.380490e+03 4.980000e-01  6.2782e+52  6.4969e+52  4.1346e+00  5.3820e+00
7.100000e-01 2.622034e+00 8.824080e+05 5.379040e+03 4.980000e-01  5.6039e+52  5.9489e+52  4.0399e+00  5.2884e+00
7.120000e-01 2.623328e+00 8.838566e+05 5.377606e+03 4.980000e-01  5.8480e+52  6.9198e+52  4.1049e+00  5.2789e+00
7.140000e-01 2.624577e+00 8.852542e+05 5.376188e+03 4.980000e-01  6.4028e+52  7.4897e+52  4.4080e+00  5.5643e+00
7.160000e-01 2.625772e+00 8.865914e+05 5.374783e+03 4.980000e-01  6.1952e+52  6.7201e+52  4.2913e+00  5.2805e+00
7.180000e-01 2.626901e+00 8.878549e+05 5.373393e+03 4.980000e-01  5.9386e+52  6.0964e+52  4.0954e+00  5.2367e+00
7.200000e-01 2.627934e+00 8.890125e+05 5.372016e+03 4.980000e-01  6.2612e+52  6.9497e+52  4.0895e+00  5.2735e+00
7.220000e-01 2.628823e+00 8.900080e+05 5.370651e+03 4.980000e-01  6.3746e+52  7.1255e+52  4.2683e+00  5.4651e+00
7.240000e-01 2.629552e+00 8.908241e+05 5.369297e+03 4.980000e-01  6.4464e+52  6.6740e+52  4.1766e+00  5.3371e+00
7.260000e-01 2.630214e+00 8.915652e+05 5.367953e+03 4.980000e-01  6.8745e+52  6.5225e+52  4.0930e+00  5.3981e+00
7.280000e-01 2.630853e+00 8.922803e+05 5.366617e+03 4.980000e-01  5.3913e+52  5.9862e+52  3.9678e+00  5.1630e+00
7.300000e-01 2.631465e+00 8.929663e+05 5.365289e+03 4.980000e-01  5.9023e+52  7.2172e+52  4.1706e+00  5.3532e+00
7.320000e-01 2.632046e+00 8.936170e+05 5.363967e+03 4.980000e-01  6.1914e+52  6.5418e+52  4.4220e+00  5.4161e+00
7.340000e-01 2.632583e+00 8.942192e+05 5.362650e+03 4.980000e-01  7.1565e+52  7.1025e+52  4.2336e+00  5.2810e+00
7.360000e-01 2.633076e+00 8.947712e+05 5.361336e+03 4.980000e-01  6.6796e+52  6.8509e+52  4.1368e+00  5.2473e+00
7.380000e-01 2.633523e+00 8.952720e+05 5.360024e+03 4.980000e-01  5.9244e+52  6.5696e+52  4.1816e+00  5.2700e+00
7.400000e-01 2.633923e+00 8.957211e+05 5.358713e+03 4.980000e-01  6.0199e+52  6.2892e+52  4.3645e+00  5.4096e+00
7.420000e-01 2.634276e+00 8.961183e+05 5.357400e+03 4.980000e-01  6.0377e+52  6.0311e+52  4.2873e+00  5.3330e+00
7.440000e-01 2.634543e+00 8.964245e+05 5.356083e+03 4.980000e-01  6.9903e+52  6.7718e+52  4.3356e+00  5.3988e+00
7.460000e-01 2.634769e+00 8.966850e+05 5.354759e+03 4.980000e-01  6.5798e+52  6.3222e+52  4.3461e+00  5.3805e+00
7.480000e-01 2.634909e+00 8.968477e+05 5.353428e+03 4.980000e-01  6.4168e+52  6.1494e+52  4.3350e+00  5.4184e+00
7.500000e-01 2.634854e+00 8.967909e+05 5.352089e+03 4.980000e-01  6.6309e+52  6.2008e+52  4.2223e+00  5.3082e+00
7.520000e-01 2.634628e+00 8.965405e+05 5.350742e+03 4.980000e-01  6.4167e+52  6.4889e+52  4.0628e+00  5.2772e+00
7.540000e-01 2.634281e+00 8.961547e+05 5.349385e+03 4.980000e-01  5.4983e+52  6.2686e+52  4.0450e+00  5.2371e+00
7.560000e-01 2.633835e+00 8.956574e+05 5.348019e+03 4.980000e-01  4.7986e+52  5.8856e+52  4.2544e+00  5.3580e+00
7.580000e-01 2.633306e+00 8.950650e+05 5.346642e+03 4.980000e-01  6.4241e+52  6.5039e+52  4.4069e+00  5.3292e+00
7.600000e-01 2.632701e+00 8.943878e+05 5.345254e+03 4.980000e-01  6.3102e+52  6.4722e+52  4.2309e+00  5.1868e+00
7.620000e-01 2.632031e+00 8.936362e+05 5.343853e+03 4.980000e-01  5.7088e+52  6.6014e+52  4.2399e+00  5.2593e+00
7.640000e-01 2.631304e+00 8.928204e+05 5.342439e+03 4.980000e-01  6.3760e+52  6.9424e+52  4.2338e+00  5.3080e+00
7.660000e-01 2.630530e+00 8.919516e+05 5.341011e+03 4.980000e-01  5.9134e+52  6.4970e+52  4.2028e+00  5.2297e+00
7.680000e-01 2.629720e+00 8.910419e+05 5.339568e+03 4.980000e-01  5.8233e+52  5.9591e+52  4.2672e+00  5.3352e+00
7.700000e-01 2.628885e+00 8.901029e+05 5.338109e+03 4.980000e-01  6.5091e+52  6.6102e+52  4.3747e+00  5.2907e+00
7.720000e-01 2.628055e+00 8.891695e+05 5.336634e+03 4.980000e-01  5.5936e+52  6.2555e+52  4.3163e+00  5.3304e+00
7.740000e-01 2.627273e+00 8.882895e+05 5.335141e+03 4.980000e-01  5.3630e+52  5.4945e+52  4.3548e+00  5.3500e+00
7.760000e-01 2.626522e+00 8.874428e+05 5.333629e+03 4.980000e-01  5.9187e+52  5.8207e+52  4.2961e+00  5.3155e+00
7.780000e-01 2.625764e+00 8.865887e+05 5.332097e+03 4.980000e-01  5.0499e+52  5.4228e+52  4.2629e+00  5.2353e+00
7.800000e-01 2.624998e+00 8.857257e+05 5.330544e+03 4.980000e-01  5.4726e+52  5.9897e+52  4.1523e+00  5.2350e+00
