# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le, Lebar, Tnu, Tnubar

1.0151e-02 8.5616e+00 1.4145e+07 2.4062e+02 0.37385 4.0102E+52 5.2288E+52 3.6242E+00 5.0485E+00
1.0527e-02 8.4701e+00 1.3642e+07 2.4238e+02 0.37414 4.0103E+52 5.2299E+52 3.6235E+00 5.0479E+00
1.0903e-02 8.3911e+00 1.3197e+07 2.4417e+02 0.37442 3.9949E+52 5.2094E+52 3.6234E+00 5.0463E+00
1.1279e-02 8.3255e+00 1.2810e+07 2.4601e+02 0.37468 3.9977E+52 5.2138E+52 3.6227E+00 5.0456E+00
1.1655e-02 8.2653e+00 1.2458e+07 2.4788e+02 0.37494 4.0012E+52 5.2193E+52 3.6220E+00 5.0448E+00
1.2031e-02 8.2071e+00 1.2112e+07 2.4977e+02 0.37520 4.0056E+52 5.2256E+52 3.6212E+00 5.0438E+00
1.2406e-02 8.1479e+00 1.1748e+07 2.5169e+02 0.37547 4.0107E+52 5.2329E+52 3.6204E+00 5.0429E+00
1.2782e-02 8.0812e+00 1.1344e+07 2.5363e+02 0.37574 3.9766E+52 5.1863E+52 3.6196E+00 5.0421E+00
1.3158e-02 8.0030e+00 1.0906e+07 2.5561e+02 0.37604 3.9831E+52 5.1950E+52 3.6187E+00 5.0411E+00
1.3534e-02 7.9080e+00 1.0484e+07 2.5763e+02 0.37634 3.9905E+52 5.2047E+52 3.6178E+00 5.0402E+00
1.3910e-02 7.8084e+00 1.0066e+07 2.5970e+02 0.37663 3.9991E+52 5.2157E+52 3.6169E+00 5.0393E+00
1.4285e-02 7.7131e+00 9.6662e+06 2.6182e+02 0.37691 4.0087E+52 5.2283E+52 3.6161E+00 5.0385E+00
1.4661e-02 7.6231e+00 9.3047e+06 2.6399e+02 0.37717 4.0010E+52 5.2194E+52 3.6155E+00 5.0373E+00
1.5037e-02 7.5466e+00 8.9946e+06 2.6622e+02 0.37740 3.9718E+52 5.1816E+52 3.6148E+00 5.0367E+00
1.5412e-02 7.4860e+00 8.7453e+06 2.6851e+02 0.37762 3.9855E+52 5.1993E+52 3.6144E+00 5.0363E+00
1.5788e-02 7.4434e+00 8.5682e+06 2.7084e+02 0.37782 3.9869E+52 5.2017E+52 3.6138E+00 5.0358E+00
1.6164e-02 7.4231e+00 8.4763e+06 2.7321e+02 0.37800 3.9894E+52 5.2051E+52 3.6133E+00 5.0353E+00
1.6539e-02 7.4256e+00 8.4735e+06 2.7562e+02 0.37818 3.9521E+52 5.1492E+52 3.6129E+00 5.0328E+00
1.6915e-02 7.4464e+00 8.5420e+06 2.7804e+02 0.37836 3.9686E+52 5.1706E+52 3.6127E+00 5.0326E+00
1.7291e-02 7.4729e+00 8.6322e+06 2.8045e+02 0.37854 3.9723E+52 5.1754E+52 3.6122E+00 5.0323E+00
1.7666e-02 7.4890e+00 8.6823e+06 2.8287e+02 0.37874 3.9623E+52 5.1618E+52 3.6120E+00 5.0321E+00
1.8042e-02 7.4835e+00 8.6509e+06 2.8528e+02 0.37894 3.9662E+52 5.1668E+52 3.6115E+00 5.0317E+00
1.8418e-02 7.4554e+00 8.5329e+06 2.8769e+02 0.37916 3.9408E+52 5.1333E+52 3.6114E+00 5.0333E+00
1.8793e-02 7.4094e+00 8.3440e+06 2.9012e+02 0.37937 3.9556E+52 5.1528E+52 3.6113E+00 5.0331E+00
1.9169e-02 7.3537e+00 8.1146e+06 2.9257e+02 0.37956 3.9443E+52 5.1390E+52 3.6109E+00 5.0328E+00
1.9544e-02 7.2969e+00 7.8596e+06 2.9504e+02 0.37974 3.9495E+52 5.1460E+52 3.6104E+00 5.0324E+00
1.9920e-02 7.2430e+00 7.5955e+06 2.9755e+02 0.37989 3.9395E+52 5.1340E+52 3.6099E+00 5.0320E+00
2.0295e-02 7.1903e+00 7.3371e+06 3.0008e+02 0.38003 3.9381E+52 5.1386E+52 3.6095E+00 5.0314E+00
2.0671e-02 7.1379e+00 7.0906e+06 3.0264e+02 0.38015 3.9296E+52 5.1282E+52 3.6090E+00 5.0310E+00
2.1046e-02 7.0875e+00 6.8552e+06 3.0524e+02 0.38026 3.9134E+52 5.1074E+52 3.6085E+00 5.0306E+00
2.1422e-02 7.0389e+00 6.6308e+06 3.0786e+02 0.38036 3.9313E+52 5.1309E+52 3.6082E+00 5.0304E+00
2.1797e-02 6.9894e+00 6.4148e+06 3.1052e+02 0.38045 3.9257E+52 5.1239E+52 3.6078E+00 5.0301E+00
2.2173e-02 6.9413e+00 6.2046e+06 3.1320e+02 0.38055 3.9058E+52 5.0924E+52 3.6071E+00 5.0287E+00
2.2548e-02 6.8934e+00 6.0018e+06 3.1592e+02 0.38064 3.9017E+52 5.0876E+52 3.6067E+00 5.0284E+00
2.2924e-02 6.8423e+00 5.7949e+06 3.1867e+02 0.38074 3.9220E+52 5.1144E+52 3.6065E+00 5.0282E+00
2.3299e-02 6.7891e+00 5.5790e+06 3.2145e+02 0.38086 3.9190E+52 5.1113E+52 3.6061E+00 5.0279E+00
2.3675e-02 6.7300e+00 5.3540e+06 3.2428e+02 0.38096 3.9172E+52 5.1098E+52 3.6057E+00 5.0277E+00
2.4050e-02 6.6681e+00 5.1314e+06 3.2715e+02 0.38106 3.9007E+52 5.0882E+52 3.6059E+00 5.0258E+00
2.4426e-02 6.5975e+00 4.9492e+06 3.3009e+02 0.38118 3.8787E+52 5.0606E+52 3.6054E+00 5.0255E+00
2.4801e-02 6.5327e+00 4.7784e+06 3.3309e+02 0.38127 3.8810E+52 5.0644E+52 3.6050E+00 5.0253E+00
2.5177e-02 6.4708e+00 4.6082e+06 3.3614e+02 0.38136 3.8844E+52 5.0695E+52 3.6046E+00 5.0251E+00
2.5552e-02 6.4096e+00 4.4445e+06 3.3927e+02 0.38144 3.8895E+52 5.0770E+52 3.6043E+00 5.0249E+00
2.5928e-02 6.3533e+00 4.2864e+06 3.4247e+02 0.38150 3.8726E+52 5.0574E+52 3.6044E+00 5.0256E+00
2.6303e-02 6.3019e+00 4.1405e+06 3.4574e+02 0.38154 3.8593E+52 5.0404E+52 3.6040E+00 5.0254E+00
2.6679e-02 6.2558e+00 4.0091e+06 3.4908e+02 0.38159 3.8619E+52 5.0440E+52 3.6035E+00 5.0250E+00
2.7054e-02 6.2190e+00 3.9002e+06 3.5250e+02 0.38162 3.8732E+52 5.0591E+52 3.6032E+00 5.0249E+00
2.7430e-02 6.1916e+00 3.8174e+06 3.5597e+02 0.38166 3.8574E+52 5.0388E+52 3.6027E+00 5.0245E+00
2.7806e-02 6.1735e+00 3.7638e+06 3.5950e+02 0.38169 3.8497E+52 5.0252E+52 3.6023E+00 5.0237E+00
2.8181e-02 6.1657e+00 3.7387e+06 3.6308e+02 0.38173 3.8367E+52 5.0086E+52 3.6019E+00 5.0234E+00
2.8557e-02 6.1659e+00 3.7367e+06 3.6669e+02 0.38176 3.8515E+52 5.0283E+52 3.6016E+00 5.0234E+00
2.8932e-02 6.1707e+00 3.7478e+06 3.7033e+02 0.38180 3.8401E+52 5.0137E+52 3.6012E+00 5.0231E+00
2.9308e-02 6.1745e+00 3.7561e+06 3.7399e+02 0.38185 3.8492E+52 5.0261E+52 3.6008E+00 5.0228E+00
2.9684e-02 6.1728e+00 3.7493e+06 3.7768e+02 0.38189 3.8313E+52 5.0037E+52 3.6006E+00 5.0231E+00
3.0059e-02 6.1625e+00 3.7178e+06 3.8140e+02 0.38194 3.8219E+52 4.9912E+52 3.6001E+00 5.0228E+00
3.0435e-02 6.1426e+00 3.6585e+06 3.8515e+02 0.38199 3.8194E+52 4.9879E+52 3.5998E+00 5.0228E+00
3.0811e-02 6.1144e+00 3.5729e+06 3.8894e+02 0.38205 3.8367E+52 5.0105E+52 3.5996E+00 5.0227E+00
3.1186e-02 6.0739e+00 3.4716e+06 3.9277e+02 0.38209 3.8296E+52 5.0013E+52 3.5992E+00 5.0225E+00
3.1562e-02 6.0259e+00 3.3924e+06 3.9666e+02 0.38213 3.8144E+52 4.9827E+52 3.5988E+00 5.0229E+00
3.1937e-02 5.9757e+00 3.3065e+06 4.0060e+02 0.38216 3.8151E+52 4.9843E+52 3.5985E+00 5.0231E+00
3.2313e-02 5.9245e+00 3.2157e+06 4.0459e+02 0.38219 3.8171E+52 4.9865E+52 3.5982E+00 5.0230E+00
3.2689e-02 5.8724e+00 3.1247e+06 4.0864e+02 0.38221 3.7964E+52 4.9594E+52 3.5978E+00 5.0228E+00
3.3061e-02 5.8211e+00 3.0331e+06 4.1274e+02 0.38223 3.7999E+52 4.9643E+52 3.5976E+00 5.0227E+00
3.3441e-02 5.7719e+00 2.9416e+06 4.1689e+02 0.38225 3.7901E+52 4.9450E+52 3.5974E+00 5.0226E+00
3.3821e-02 5.7228e+00 2.8510e+06 4.2109e+02 0.38226 3.7954E+52 4.9516E+52 3.5972E+00 5.0225E+00
3.4191e-02 5.6747e+00 2.7606e+06 4.2534e+02 0.38227 3.7964E+52 4.9529E+52 3.5969E+00 5.0222E+00
3.4571e-02 5.6288e+00 2.6706e+06 4.2964e+02 0.38228 3.7862E+52 4.9385E+52 3.5967E+00 5.0222E+00
3.4941e-02 5.5826e+00 2.5812e+06 4.3400e+02 0.38229 3.7942E+52 4.9480E+52 3.5966E+00 5.0223E+00
3.5321e-02 5.5345e+00 2.4991e+06 4.3840e+02 0.38230 3.7696E+52 4.9175E+52 3.5970E+00 5.0229E+00
3.5691e-02 5.4854e+00 2.4331e+06 4.4287e+02 0.38231 3.7790E+52 4.9290E+52 3.5969E+00 5.0229E+00
3.6071e-02 5.4368e+00 2.3694e+06 4.4740e+02 0.38232 3.7725E+52 4.9199E+52 3.5967E+00 5.0229E+00
3.6451e-02 5.3886e+00 2.3050e+06 4.5198e+02 0.38233 3.7669E+52 4.9120E+52 3.5965E+00 5.0229E+00
3.6821e-02 5.3404e+00 2.2384e+06 4.5663e+02 0.38235 3.7623E+52 4.9058E+52 3.5965E+00 5.0230E+00
3.7201e-02 5.2907e+00 2.1702e+06 4.6134e+02 0.38237 3.7515E+52 4.8923E+52 3.5956E+00 5.0223E+00
3.7571e-02 5.2400e+00 2.1001e+06 4.6613e+02 0.38238 3.7491E+52 4.8889E+52 3.5955E+00 5.0223E+00
3.7951e-02 5.1887e+00 2.0263e+06 4.7098e+02 0.38240 3.7475E+52 4.8868E+52 3.5954E+00 5.0223E+00
3.8331e-02 5.1350e+00 1.9502e+06 4.7591e+02 0.38241 3.7471E+52 4.8862E+52 3.5953E+00 5.0223E+00
3.8701e-02 5.0825e+00 1.8729e+06 4.8091e+02 0.38242 3.7478E+52 4.8869E+52 3.5952E+00 5.0222E+00
3.9081e-02 5.0286e+00 1.8086e+06 4.8600e+02 0.38243 3.7334E+52 4.8634E+52 3.5959E+00 5.0207E+00
3.9451e-02 4.9791e+00 1.7559e+06 4.9116e+02 0.38243 3.7213E+52 4.8475E+52 3.5958E+00 5.0207E+00
3.9831e-02 4.9344e+00 1.7066e+06 4.9641e+02 0.38244 3.7222E+52 4.8488E+52 3.5956E+00 5.0204E+00
4.0201e-02 4.8941e+00 1.6615e+06 5.0172e+02 0.38244 3.7274E+52 4.8553E+52 3.5955E+00 5.0203E+00
4.0581e-02 4.8580e+00 1.6217e+06 5.0711e+02 0.38244 3.7156E+52 4.8400E+52 3.5952E+00 5.0201E+00
4.0961e-02 4.8286e+00 1.5883e+06 5.1257e+02 0.38243 3.7076E+52 4.8251E+52 3.5954E+00 5.0206E+00
4.1331e-02 4.8062e+00 1.5622e+06 5.1809e+02 0.38243 3.7124E+52 4.8316E+52 3.5952E+00 5.0204E+00
4.1711e-02 4.7908e+00 1.5438e+06 5.2368e+02 0.38242 3.7038E+52 4.8212E+52 3.5950E+00 5.0202E+00
4.2091e-02 4.7811e+00 1.5318e+06 5.2932e+02 0.38242 3.6963E+52 4.8115E+52 3.5947E+00 5.0199E+00
4.2461e-02 4.7744e+00 1.5236e+06 5.3501e+02 0.38241 3.7062E+52 4.8245E+52 3.5946E+00 5.0199E+00
4.2841e-02 4.7679e+00 1.5160e+06 5.4076e+02 0.38240 3.6831E+52 4.7962E+52 3.5943E+00 5.0201E+00
4.3211e-02 4.7594e+00 1.5061e+06 5.4655e+02 0.38240 3.6778E+52 4.7894E+52 3.5941E+00 5.0199E+00
4.3591e-02 4.7471e+00 1.4919e+06 5.5239e+02 0.38239 3.6867E+52 4.8017E+52 3.5938E+00 5.0200E+00
4.3971e-02 4.7305e+00 1.4726e+06 5.5829e+02 0.38239 3.6856E+52 4.8004E+52 3.5937E+00 5.0199E+00
4.4341e-02 4.7095e+00 1.4479e+06 5.6423e+02 0.38238 3.6822E+52 4.7963E+52 3.5934E+00 5.0197E+00
4.4721e-02 4.6844e+00 1.4178e+06 5.7024e+02 0.38238 3.6656E+52 4.7676E+52 3.5931E+00 5.0181E+00
4.5101e-02 4.6554e+00 1.3830e+06 5.7631e+02 0.38238 3.6666E+52 4.7692E+52 3.5929E+00 5.0180E+00
4.5471e-02 4.6230e+00 1.3446e+06 5.8244e+02 0.38237 3.6658E+52 4.7684E+52 3.5927E+00 5.0178E+00
4.5851e-02 4.5846e+00 1.3121e+06 5.8863e+02 0.38237 3.6533E+52 4.7524E+52 3.5925E+00 5.0177E+00
4.6231e-02 4.5486e+00 1.2818e+06 5.9489e+02 0.38237 3.6568E+52 4.7570E+52 3.5924E+00 5.0176E+00
4.6601e-02 4.5120e+00 1.2514e+06 6.0122e+02 0.38237 3.6406E+52 4.7425E+52 3.5909E+00 5.0171E+00
4.6981e-02 4.4756e+00 1.2208e+06 6.0760e+02 0.38236 3.6309E+52 4.7300E+52 3.5906E+00 5.0169E+00
4.7351e-02 4.4394e+00 1.1893e+06 6.1405e+02 0.38236 3.6340E+52 4.7341E+52 3.5904E+00 5.0167E+00
4.7731e-02 4.4039e+00 1.1574e+06 6.2056e+02 0.38236 3.6260E+52 4.7237E+52 3.5902E+00 5.0165E+00
4.8111e-02 4.3678e+00 1.1260e+06 6.2714e+02 0.38236 3.6331E+52 4.7327E+52 3.5902E+00 5.0163E+00
4.8481e-02 4.3331e+00 1.0947e+06 6.3378e+02 0.38235 3.6124E+52 4.7060E+52 3.5899E+00 5.0148E+00
4.8861e-02 4.2995e+00 1.0632e+06 6.4047e+02 0.38235 3.6181E+52 4.7137E+52 3.5897E+00 5.0146E+00
4.9231e-02 4.2663e+00 1.0327e+06 6.4724e+02 0.38234 3.6133E+52 4.7077E+52 3.5895E+00 5.0143E+00
4.9611e-02 4.2351e+00 1.0031e+06 6.5406e+02 0.38234 3.6091E+52 4.7025E+52 3.5893E+00 5.0141E+00
4.9991e-02 4.2056e+00 9.7683e+05 6.6094e+02 0.38233 3.6057E+52 4.6984E+52 3.5891E+00 5.0139E+00
5.0361e-02 4.1754e+00 9.5704e+05 6.6788e+02 0.38232 3.5907E+52 4.6772E+52 3.5887E+00 5.0142E+00
5.0741e-02 4.1474e+00 9.3901e+05 6.7487e+02 0.38231 3.5907E+52 4.6774E+52 3.5885E+00 5.0141E+00
5.1111e-02 4.1204e+00 9.2116e+05 6.8191e+02 0.38230 3.5890E+52 4.6755E+52 3.5883E+00 5.0138E+00
5.1491e-02 4.0933e+00 9.0276e+05 6.8901e+02 0.38229 3.5879E+52 4.6746E+52 3.5881E+00 5.0135E+00
5.1871e-02 4.0660e+00 8.8376e+05 6.9616e+02 0.38228 3.5896E+52 4.6769E+52 3.5880E+00 5.0134E+00
5.2241e-02 4.0374e+00 8.6424e+05 7.0336e+02 0.38227 3.5752E+52 4.6583E+52 3.5881E+00 5.0125E+00
5.2621e-02 4.0082e+00 8.4410e+05 7.1061e+02 0.38226 3.5758E+52 4.6594E+52 3.5879E+00 5.0123E+00
5.3001e-02 3.9788e+00 8.2312e+05 7.1792e+02 0.38226 3.5690E+52 4.6510E+52 3.5878E+00 5.0121E+00
5.3371e-02 3.9489e+00 8.0115e+05 7.2528e+02 0.38225 3.5705E+52 4.6540E+52 3.5876E+00 5.0119E+00
5.3751e-02 3.9172e+00 7.7859e+05 7.3269e+02 0.38224 3.5726E+52 4.6570E+52 3.5874E+00 5.0117E+00
5.4121e-02 3.8855e+00 7.5514e+05 7.4016e+02 0.38223 3.5533E+52 4.6300E+52 3.5872E+00 5.0114E+00
5.4501e-02 3.8531e+00 7.3025e+05 7.4768e+02 0.38222 3.5565E+52 4.6344E+52 3.5870E+00 5.0112E+00
5.4881e-02 3.8161e+00 7.0882e+05 7.5527e+02 0.38222 3.5527E+52 4.6296E+52 3.5868E+00 5.0111E+00
5.5251e-02 3.7840e+00 6.9169e+05 7.6291e+02 0.38221 3.5479E+52 4.6235E+52 3.5867E+00 5.0110E+00
5.5631e-02 3.7534e+00 6.7489e+05 7.7061e+02 0.38220 3.5528E+52 4.6306E+52 3.5865E+00 5.0111E+00
5.6011e-02 3.7230e+00 6.5823e+05 7.7836e+02 0.38220 3.5388E+52 4.6114E+52 3.5869E+00 5.0108E+00
5.6381e-02 3.6932e+00 6.4186e+05 7.8616e+02 0.38219 3.5352E+52 4.6069E+52 3.5867E+00 5.0106E+00
5.6761e-02 3.6641e+00 6.2534e+05 7.9401e+02 0.38218 3.5321E+52 4.6033E+52 3.5865E+00 5.0104E+00
5.7141e-02 3.6355e+00 6.0851e+05 8.0192e+02 0.38218 3.5298E+52 4.6004E+52 3.5863E+00 5.0102E+00
5.7511e-02 3.6062e+00 5.9188e+05 8.0987e+02 0.38217 3.5279E+52 4.5981E+52 3.5862E+00 5.0101E+00
