# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le, Lebar, Tnu, Tnubar

1.6930e-02 7.6936e+00 2.1587e+07 5.0933e+02 0.30248 2.5861E+52 3.3751E+52 3.5381E+00 4.9094E+00
1.7300e-02 7.6502e+00 2.0869e+07 5.1305e+02 0.30258 2.5755E+52 3.3616E+52 3.5384E+00 4.9090E+00
1.7680e-02 7.6062e+00 2.0155e+07 5.1683e+02 0.30268 2.5758E+52 3.3617E+52 3.5381E+00 4.9087E+00
1.8060e-02 7.5589e+00 1.9456e+07 5.2065e+02 0.30278 2.5740E+52 3.3594E+52 3.5390E+00 4.9098E+00
1.8430e-02 7.5113e+00 1.8771e+07 5.2453e+02 0.30287 2.5753E+52 3.3608E+52 3.5388E+00 4.9095E+00
1.8810e-02 7.4613e+00 1.8087e+07 5.2847e+02 0.30296 2.5773E+52 3.3631E+52 3.5385E+00 4.9092E+00
1.9180e-02 7.4092e+00 1.7421e+07 5.3247e+02 0.30305 2.5565E+52 3.3342E+52 3.5387E+00 4.9090E+00
1.9560e-02 7.3556e+00 1.6752e+07 5.3653e+02 0.30314 2.5595E+52 3.3379E+52 3.5384E+00 4.9087E+00
1.9940e-02 7.2932e+00 1.6140e+07 5.4067e+02 0.30322 2.5631E+52 3.3425E+52 3.5381E+00 4.9085E+00
2.0310e-02 7.2453e+00 1.5748e+07 5.4486e+02 0.30331 2.5548E+52 3.3314E+52 3.5382E+00 4.9086E+00
2.0690e-02 7.2063e+00 1.5418e+07 5.4906e+02 0.30339 2.5589E+52 3.3368E+52 3.5379E+00 4.9084E+00
2.1070e-02 7.1690e+00 1.5105e+07 5.5326e+02 0.30346 2.5411E+52 3.3134E+52 3.5385E+00 4.9083E+00
2.1440e-02 7.1332e+00 1.4806e+07 5.5746e+02 0.30354 2.5451E+52 3.3187E+52 3.5383E+00 4.9082E+00
2.1820e-02 7.0980e+00 1.4503e+07 5.6166e+02 0.30362 2.5489E+52 3.3240E+52 3.5380E+00 4.9080E+00
2.2200e-02 7.0625e+00 1.4189e+07 5.6586e+02 0.30369 2.5408E+52 3.3135E+52 3.5381E+00 4.9082E+00
2.2570e-02 7.0261e+00 1.3863e+07 5.7007e+02 0.30376 2.5446E+52 3.3189E+52 3.5379E+00 4.9081E+00
2.2950e-02 6.9884e+00 1.3534e+07 5.7430e+02 0.30383 2.5247E+52 3.2936E+52 3.5381E+00 4.9083E+00
2.3320e-02 6.9508e+00 1.3195e+07 5.7854e+02 0.30390 2.5286E+52 3.2993E+52 3.5379E+00 4.9082E+00
2.3700e-02 6.9117e+00 1.2830e+07 5.8281e+02 0.30397 2.5212E+52 3.2927E+52 3.5365E+00 4.9074E+00
2.4080e-02 6.8689e+00 1.2436e+07 5.8711e+02 0.30403 2.5144E+52 3.2837E+52 3.5365E+00 4.9075E+00
2.4450e-02 6.8231e+00 1.2007e+07 5.9146e+02 0.30410 2.5188E+52 3.2901E+52 3.5361E+00 4.9072E+00
2.4830e-02 6.7705e+00 1.1498e+07 5.9589e+02 0.30416 2.5034E+52 3.2709E+52 3.5352E+00 4.9061E+00
2.5200e-02 6.7017e+00 1.0832e+07 6.0042e+02 0.30422 2.4988E+52 3.2650E+52 3.5353E+00 4.9063E+00
2.5580e-02 6.5929e+00 1.0178e+07 6.0515e+02 0.30427 2.4958E+52 3.2614E+52 3.5353E+00 4.9064E+00
2.5960e-02 6.5188e+00 9.8021e+06 6.1003e+02 0.30433 2.4948E+52 3.2622E+52 3.5341E+00 4.9054E+00
2.6330e-02 6.4657e+00 9.5296e+06 6.1496e+02 0.30438 2.4935E+52 3.2606E+52 3.5341E+00 4.9055E+00
2.6710e-02 6.4238e+00 9.3171e+06 6.1993e+02 0.30443 2.4824E+52 3.2493E+52 3.5331E+00 4.9042E+00
2.7090e-02 6.3888e+00 9.1340e+06 6.2490e+02 0.30447 2.4719E+52 3.2371E+52 3.5323E+00 4.9035E+00
2.7460e-02 6.3565e+00 8.9609e+06 6.2986e+02 0.30452 2.4710E+52 3.2362E+52 3.5323E+00 4.9038E+00
2.7840e-02 6.3249e+00 8.7886e+06 6.3482e+02 0.30457 2.4713E+52 3.2375E+52 3.5316E+00 4.9028E+00
2.8220e-02 6.2924e+00 8.6188e+06 6.3978e+02 0.30461 2.4704E+52 3.2362E+52 3.5316E+00 4.9028E+00
2.8590e-02 6.2605e+00 8.4485e+06 6.4474e+02 0.30466 2.4577E+52 3.2211E+52 3.5315E+00 4.9024E+00
2.8970e-02 6.2271e+00 8.2654e+06 6.4970e+02 0.30470 2.4493E+52 3.2109E+52 3.5305E+00 4.9004E+00
2.9340e-02 6.1899e+00 8.0568e+06 6.5468e+02 0.30474 2.4485E+52 3.2098E+52 3.5305E+00 4.9005E+00
2.9720e-02 6.1439e+00 7.8042e+06 6.5970e+02 0.30478 2.4481E+52 3.2092E+52 3.5306E+00 4.9005E+00
3.0100e-02 6.0819e+00 7.4682e+06 6.6479e+02 0.30482 2.4495E+52 3.2112E+52 3.5303E+00 4.8995E+00
3.0470e-02 6.0064e+00 7.1790e+06 6.7000e+02 0.30486 2.4328E+52 3.1886E+52 3.5308E+00 4.8991E+00
3.0850e-02 5.9512e+00 6.9665e+06 6.7529e+02 0.30490 2.4343E+52 3.1906E+52 3.5309E+00 4.8991E+00
3.1230e-02 5.9074e+00 6.7925e+06 6.8062e+02 0.30494 2.4284E+52 3.1827E+52 3.5309E+00 4.8986E+00
3.1600e-02 5.8692e+00 6.6385e+06 6.8598e+02 0.30497 2.4305E+52 3.1854E+52 3.5310E+00 4.8988E+00
3.1980e-02 5.8348e+00 6.5046e+06 6.9135e+02 0.30501 2.4269E+52 3.1806E+52 3.5311E+00 4.8978E+00
3.2360e-02 5.8053e+00 6.3870e+06 6.9672e+02 0.30504 2.4122E+52 3.1601E+52 3.5315E+00 4.8975E+00
3.2730e-02 5.7784e+00 6.2778e+06 7.0209e+02 0.30507 2.4143E+52 3.1628E+52 3.5315E+00 4.8975E+00
3.3110e-02 5.7527e+00 6.1716e+06 7.0746e+02 0.30510 2.4093E+52 3.1561E+52 3.5316E+00 4.8972E+00
3.3490e-02 5.7271e+00 6.0650e+06 7.1282e+02 0.30513 2.4114E+52 3.1586E+52 3.5317E+00 4.8973E+00
3.3860e-02 5.7010e+00 5.9611e+06 7.1817e+02 0.30516 2.4065E+52 3.1520E+52 3.5318E+00 4.8970E+00
3.4240e-02 5.6753e+00 5.8573e+06 7.2352e+02 0.30519 2.3970E+52 3.1430E+52 3.5314E+00 4.8971E+00
3.4610e-02 5.6480e+00 5.7449e+06 7.2888e+02 0.30522 2.3947E+52 3.1397E+52 3.5313E+00 4.8962E+00
3.4990e-02 5.6158e+00 5.6094e+06 7.3425e+02 0.30525 2.3967E+52 3.1422E+52 3.5314E+00 4.8962E+00
3.5370e-02 5.5696e+00 5.4198e+06 7.3966e+02 0.30528 2.3926E+52 3.1365E+52 3.5313E+00 4.8959E+00
3.5740e-02 5.4986e+00 5.2032e+06 7.4517e+02 0.30531 2.3892E+52 3.1319E+52 3.5313E+00 4.8955E+00
3.6120e-02 5.4401e+00 5.0360e+06 7.5079e+02 0.30533 2.3778E+52 3.1152E+52 3.5317E+00 4.8950E+00
3.6500e-02 5.3916e+00 4.9000e+06 7.5646e+02 0.30536 2.3816E+52 3.1202E+52 3.5317E+00 4.8950E+00
3.6880e-02 5.3528e+00 4.7870e+06 7.6218e+02 0.30538 2.3798E+52 3.1177E+52 3.5314E+00 4.8944E+00
3.7250e-02 5.3194e+00 4.6871e+06 7.6791e+02 0.30541 2.3782E+52 3.1154E+52 3.5311E+00 4.8938E+00
3.7630e-02 5.2891e+00 4.5950e+06 7.7367e+02 0.30543 2.3768E+52 3.1136E+52 3.5308E+00 4.8934E+00
3.8010e-02 5.2613e+00 4.5132e+06 7.7943e+02 0.30545 2.3647E+52 3.0982E+52 3.5304E+00 4.8928E+00
3.8380e-02 5.2378e+00 4.4422e+06 7.8520e+02 0.30548 2.3635E+52 3.0965E+52 3.5302E+00 4.8923E+00
3.8760e-02 5.2173e+00 4.3790e+06 7.9096e+02 0.30550 2.3622E+52 3.0947E+52 3.5300E+00 4.8919E+00
3.9140e-02 5.1989e+00 4.3213e+06 7.9670e+02 0.30552 2.3608E+52 3.0929E+52 3.5300E+00 4.8916E+00
3.9510e-02 5.1818e+00 4.2670e+06 8.0244e+02 0.30554 2.3648E+52 3.0982E+52 3.5300E+00 4.8917E+00
3.9890e-02 5.1656e+00 4.2146e+06 8.0817e+02 0.30556 2.3535E+52 3.0836E+52 3.5301E+00 4.8913E+00
4.0270e-02 5.1495e+00 4.1646e+06 8.1388e+02 0.30558 2.3519E+52 3.0816E+52 3.5302E+00 4.8912E+00
4.0650e-02 5.1338e+00 4.1158e+06 8.1958e+02 0.30560 2.3476E+52 3.0762E+52 3.5302E+00 4.8914E+00
4.1020e-02 5.1167e+00 4.0617e+06 8.2527e+02 0.30562 1.0213E+53 1.3055E+53 3.6590E+00 5.0972E+00
4.1400e-02 5.0946e+00 3.9910e+06 8.3096e+02 0.30563 1.0231E+53 1.3082E+53 3.6580E+00 5.0957E+00
4.1780e-02 5.0613e+00 3.8858e+06 8.3668e+02 0.30565 1.0219E+53 1.3076E+53 3.6560E+00 5.0915E+00
4.2150e-02 5.0173e+00 3.7887e+06 8.4247e+02 0.30567 1.0263E+53 1.3143E+53 3.6517E+00 5.0846E+00
4.2530e-02 4.9838e+00 3.7152e+06 8.4831e+02 0.30568 1.0311E+53 1.3218E+53 3.6451E+00 5.0748E+00
4.2910e-02 4.9568e+00 3.6545e+06 8.5418e+02 0.30570 1.0347E+53 1.3279E+53 3.6373E+00 5.0639E+00
4.3290e-02 4.9336e+00 3.6013e+06 8.6006e+02 0.30572 1.0320E+53 1.3259E+53 3.6296E+00 5.0536E+00
4.3660e-02 4.9130e+00 3.5532e+06 8.6596e+02 0.30573 1.0255E+53 1.3201E+53 3.6219E+00 5.0440E+00
4.4040e-02 4.8947e+00 3.5097e+06 8.7186e+02 0.30574 1.0235E+53 1.3197E+53 3.6167E+00 5.0372E+00
4.4420e-02 4.8780e+00 3.4715e+06 8.7777e+02 0.30576 1.0176E+53 1.3140E+53 3.6126E+00 5.0318E+00
4.4790e-02 4.8634e+00 3.4385e+06 8.8366e+02 0.30577 1.0167E+53 1.3141E+53 3.6098E+00 5.0284E+00
4.5170e-02 4.8504e+00 3.4086e+06 8.8956e+02 0.30578 1.0154E+53 1.3139E+53 3.6069E+00 5.0248E+00
4.5550e-02 4.8382e+00 3.3801e+06 8.9544e+02 0.30580 1.0057E+53 1.3029E+53 3.6031E+00 5.0218E+00
4.5930e-02 4.8264e+00 3.3524e+06 9.0132e+02 0.30581 1.0049E+53 1.3026E+53 3.6011E+00 5.0198E+00
4.6300e-02 4.8148e+00 3.3250e+06 9.0718e+02 0.30582 1.0041E+53 1.3022E+53 3.5993E+00 5.0183E+00
4.6680e-02 4.8035e+00 3.2979e+06 9.1304e+02 0.30584 9.9982E+52 1.2973E+53 3.5980E+00 5.0175E+00
4.7060e-02 4.7924e+00 3.2710e+06 9.1889e+02 0.30585 9.9874E+52 1.2964E+53 3.5967E+00 5.0163E+00
4.7440e-02 4.7814e+00 3.2443e+06 9.2472e+02 0.30586 9.9088E+52 1.2850E+53 3.5963E+00 5.0140E+00
4.7810e-02 4.7705e+00 3.2175e+06 9.3055e+02 0.30587 9.8979E+52 1.2837E+53 3.5954E+00 5.0133E+00
4.8190e-02 4.7596e+00 3.1905e+06 9.3637e+02 0.30588 9.8542E+52 1.2781E+53 3.5947E+00 5.0128E+00
4.8570e-02 4.7481e+00 3.1637e+06 9.4218e+02 0.30589 9.8409E+52 1.2766E+53 3.5941E+00 5.0123E+00
